time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi,truetime,month,hour
44959.5,23,2.06,0.4,0.1,2.5,12.7,15.2,52.2,69,32,0,58,1.6,2.16,325,312,2.8,2.3,78,2023/2/2 12:00,2,12
44959.54,23.3,2.07,0.4,0.08,2.4,12.1,14.6,53.5,72,32,0,55,1.5,2.15,339,357,2.6,2.4,80,2023/2/2 12:57,2,13
44959.58,22.7,2.06,0.36,0.08,2.2,11,13.2,45.7,67,32,0,55,1.4,2.14,353,349,3.6,3.1,84,2023/2/2 13:55,2,14
44959.63,21.8,2.055,0.365,0.09,2.6,12.95,15.6,37.9,63,27,0,57,1.4,2.145,345,352,3.1,2.6,87,2023/2/2 15:07,2,15
44959.67,21.3,2.05,0.37,0.1,3,14.9,18,32.6,58,22,0,59,1.4,2.15,333,349,2.2,2,87,2023/2/2 16:04,2,16
44959.71,20.6,2.07,0.47,0.16,1.9,19.2,21.1,24.9,44,21,0,62,1.6,2.23,347,345,1.4,1.3,83,2023/2/2 17:02,2,17
44959.75,19.6,2.1,0.56,0.17,1.2,23.2,24.5,17.8,45,17,0,66,1.9,2.27,343,348,1.5,1.2,78,2023/2/2 18:00,2,18
44959.79,18.3,2.08,0.46,0.14,1,20,21,20.8,32,17,0,71,1.6,2.22,358,350,1.4,1.5,72,2023/2/2 18:57,2,19
44959.83,17.7,2.09,0.4,0.09,0.9,15.2,16.2,21.8,25,11,0,75,1.7,2.18,354,6,1.9,1.3,67,2023/2/2 19:55,2,20
44959.88,17.4,2.12,0.39,0.09,0.9,15.3,16.3,19.5,25,13,0,77,1.7,2.21,346,340,1.3,1.1,62,2023/2/2 21:07,2,21
44959.92,17.1,2.15,0.39,0.09,1.1,15.6,16.8,17.5,27,14,0,78,1.6,2.24,322,317,1,0.9,59,2023/2/2 22:04,2,22
44959.96,16.9,2.13,0.32,0.07,0.9,13.7,14.7,18.6,23,14,0,80,1.8,2.2,349,3,1,0.9,56,2023/2/2 23:02,2,23
44960,16.8,2.14,0.3,0.07,0.9,12.7,13.6,17.7,21,9,0,80,2,2.21,342,308,1.2,0.7,54,2023/2/3 00:00,2,0
44960.04,16.9,2.16,0.27,0.06,0.9,11,12,18.7,20,12,0,80,1.8,2.22,341,4,1.2,0.8,50,2023/2/3 00:57,2,1
44960.08,17.1,2.17,0.26,0.07,1.2,8.1,9.4,18.4,21,12,0,79,1.4,2.24,1,318,0.7,0.3,46,2023/2/3 01:55,2,2
44960.13,17,2.17,0.23,0.05,1,8.5,9.5,20,16,8,0,79,1.6,2.22,334,334,0.9,0.7,43,2023/2/3 03:07,2,3
44960.17,16.8,2.1,0.22,0.06,1,8.6,9.6,21.9,24,11,0,80,1.6,2.16,358,359,1.1,1.1,40,2023/2/3 04:04,2,4
44960.21,16.7,2.13,0.23,0.06,1,9.7,10.8,21,25,10,0,81,1.6,2.19,346,2,0.6,0.9,39,2023/2/3 05:02,2,5
44960.25,16.8,2.11,0.25,0.07,1.1,12,13.2,18.6,29,15,0,81,1.7,2.18,344,351,1.5,1,36,2023/2/3 06:00,2,6
44960.29,16.9,2.12,0.35,0.1,2,15.3,17.3,16.9,35,12,0,81,1.9,2.22,1,344,1,1.2,37,2023/2/3 06:57,2,7
44960.33,17.8,2.13,0.49,0.14,4.7,17.6,22.3,15.3,38,14,0,77,1.8,2.27,3,124,0.2,0.1,38,2023/2/3 07:55,2,8
44960.38,18.7,2.13,0.57,0.19,7.6,19.7,27.4,16.7,34,17,0,72,1.6,2.32,289,26,0.8,0.5,40,2023/2/3 09:07,2,9
44960.42,20.3,2.1,0.48,0.18,8.2,19.5,27.7,27,42,20,0,65,1.8,2.28,307,284,1.3,0.7,44,2023/2/3 10:04,2,10
44960.46,22.1,2.07,0.31,0.12,4.5,14.2,18.7,41,48,13,0,59,1.7,2.19,322,332,2.6,1.6,46,2023/2/3 11:02,2,11
44960.5,21.5,2.03,0.29,0.1,3.1,12.4,15.5,41.73333333,65,18,0,61,1.7,2.13,338,339,2.6,2.1,46,2023/2/3 12:00,2,12
44960.54,21.8,2.03,0.296666667,0.1,2.825,12.825,15.675,42.46666667,61,22,0,60,1.666666667,2.13,319,324,1.9,1.7,49,2023/2/3 12:57,2,13
44960.58,21.2,2.03,0.303333333,0.14,2.55,13.25,15.85,43.2,63,21,0,62,1.633333333,2.17,315,311,2.7,2.3,53,2023/2/3 13:55,2,14
44960.63,20.8,2.046666667,0.31,0.15,2.275,13.675,16.025,40.6,63,21,0,63,1.6,2.196666667,326,334,2.3,2,54,2023/2/3 15:07,2,15
44960.67,20.2,2.063333333,0.32,0.16,2,14.1,16.2,36.1,58,16,0,65,1.5,2.223333333,340,17,2.5,1.8,58,2023/2/3 16:04,2,16
44960.71,19.6,2.08,0.42,0.17,1.4,16.5,17.9,28.5,56,16,0,69,1.4,2.25,332,321,1.9,1.4,58,2023/2/3 17:02,2,17
44960.75,19.2,2.1,0.5,0.19,1.4,21,22.4,20.9,53,19,0,71,1.6,2.29,352,308,1.6,1,56,2023/2/3 18:00,2,18
44960.79,19,2.15,0.52,0.2,1.3,24.2,25.6,15.1,56,16,0,72,1.7,2.35,321,323,1.3,1,56,2023/2/3 18:57,2,19
44960.83,18.7,2.16,0.46,0.19,1.4,23.8,25.3,14.1,49,19,0,74,1.7,2.35,332,0,1.4,1.1,55,2023/2/3 19:55,2,20
44960.88,18.3,2.14,0.41,0.17,1.4,20.4,21.9,14.5,33,16,0,76,1.7,2.31,346,70,0.4,0.8,57,2023/2/3 21:07,2,21
44960.92,18.1,2.13,0.43,0.19,1.5,20.8,22.3,12.4,35,13,0,78,1.7,2.32,270,268,1.9,1.1,56,2023/2/3 22:04,2,22
44960.96,17.8,2.16,0.43,0.19,1.4,20.5,22,11.4,31,15,0,80,1.5,2.35,266,273,0.9,0.9,54,2023/2/3 23:02,2,23
44961,17.5,2.16,0.37,0.18,1.4,20.2,21.7,10.5,35,13,0,84,1.4,2.34,242,243,1,0.7,54,2023/2/4 00:00,2,0
44961.04,17,2.15,0.33,0.16,0.8,15.2,16.1,12.6,34,13,0,86,1.1,2.31,252,270,0.5,1,51,2023/2/4 00:57,2,1
44961.08,17.2,2.22,0.32,0.15,0.7,15.8,16.6,12.4,27,12,0,84,1.2,2.37,16,349,0.5,0.6,49,2023/2/4 01:55,2,2
44961.13,16.7,2.16,0.27,0.11,0.7,12.9,13.7,17,30,10,0,86,1.3,2.27,346,13,1.3,1,47,2023/2/4 03:07,2,3
44961.17,16.6,2.16,0.26,0.08,0.6,11.4,12.1,15.9,29,11,0,86,1.4,2.24,359,343,1.6,1,44,2023/2/4 04:04,2,4
44961.21,16.6,2.14,0.26,0.09,0.7,11.7,12.5,13.5,20,10,0,86,1.5,2.23,17,13,0.5,0.8,42,2023/2/4 05:02,2,5
44961.25,16.8,2.16,0.32,0.12,1,14.2,15.2,10,35,13,0,85,1.2,2.28,294,217,0.3,0.1,40,2023/2/4 06:00,2,6
44961.29,16.9,2.19,0.43,0.16,4.4,17.2,21.6,9.5,30,14,0,85,1.4,2.35,257,142,0.7,0.4,40,2023/2/4 06:57,2,7
44961.33,18.1,2.22,0.58,0.19,9.8,18.5,28.4,12.1,37,22,0,81,1.5,2.41,346,303,1.1,0.4,41,2023/2/4 07:55,2,8
44961.38,19.5,2.15,0.55,0.17,8.5,18,26.5,19.6,41,20,0,73,1.5,2.32,9,76,0.8,0.5,46,2023/2/4 09:07,2,9
44961.42,21.2,2.16,0.54,0.19,6.8,20.6,27.4,24.04,48,22,0,65,1.7,2.35,303,309,1.3,1.2,51,2023/2/4 10:04,2,10
44961.46,22.9,2.08,0.4,0.15,4,18.2,22.2,28.48,55,25,0,59,1.2,2.23,317,317,2,1,55,2023/2/4 11:02,2,11
44961.5,23.3,2.07,0.42,0.14,2.9,13.9,16.8,32.92,56,28,0,57,1.4,2.21,314,318,2.55,1.5,57,2023/2/4 12:00,2,12
44961.54,23.2,2.06,0.32,0.115,2.4,11.6,14,37.36,49,24,0,58,1.3,2.175,316,320,3.1,1.95,61,2023/2/4 12:57,2,13
44961.58,22,2.05,0.31,0.09,2.3,11.2,13.6,41.8,48,17,0,63,1.4,2.14,319,313,2.6,2.4,64,2023/2/4 13:55,2,14
44961.63,21.9,2.06,0.35,0.12,2.4,13.3,15.8,38,51,18,0,64,1.5,2.18,354,355,2.2,1.7,62,2023/2/4 15:07,2,15
44961.67,21.4,2.08,0.4,0.15,1.8,16,17.9,32,47,16,0,67,1.4,2.23,323,319,1.7,1.5,62,2023/2/4 16:04,2,16
44961.71,19.5,2.07,0.41,0.13,1.1,17,18.1,27.1,54,18,0,79,1.2,2.2,339,329,1.8,1.7,59,2023/2/4 17:02,2,17
44961.75,19.3,2.12,0.48,0.14,0.8,18.6,19.4,19.5,46,23,0,83,1,2.26,350,341,1.9,1.1,58,2023/2/4 18:00,2,18
44961.79,18.9,2.09,0.41,0.13,0.9,17.2,18.2,19.6,34,22,0,85,1.1,2.22,3,349,1.4,1.4,61,2023/2/4 18:57,2,19
44961.83,18.8,2.13,0.4,0.12,0.8,15.6,16.4,17.4,35,19,0,85,1.1,2.25,355,359,0.8,1.2,63,2023/2/4 19:55,2,20
44961.88,18.8,2.14,0.43,0.14,0.8,16.9,17.7,14,36,22,0,85,1.2,2.28,339,327,1.6,1,63,2023/2/4 21:07,2,21
44961.92,18.3,2.13,0.38,0.1,0.7,14.4,15.1,17.1,29,18,0,87,1.2,2.23,323,349,1.1,0.9,65,2023/2/4 22:04,2,22
44961.96,18.4,2.22,0.43,0.12,0.7,15.3,16.1,12.7,31,22,0,87,1.2,2.34,306,274,1.3,0.5,63,2023/2/4 23:02,2,23
44962,18,2.13,0.42,0.12,0.9,14.2,15.1,15.6,29,22,0,88,1.6,2.25,260,255,1.5,1.2,63,2023/2/5 00:00,2,0
44962.04,17.5,2.09,0.28,0.08,0.7,9.1,9.8,21.4,35,21,0,90,1,2.17,253,265,0.9,1.2,63,2023/2/5 00:57,2,1
44962.08,17.4,2.12,0.26,0.05,0.7,7.1,7.9,23.2,37,16,0,91,0.9,2.17,254,223,0.2,0.8,63,2023/2/5 01:55,2,2
44962.13,17.7,2.2,0.3,0.06,0.7,8.3,9,19.7,36,18,0,90,0.8,2.26,296,326,1.4,0.6,62,2023/2/5 03:07,2,3
44962.17,17.6,2.16,0.28,0.04,0.7,7.5,8.2,21.1,52,26,0,90,0.7,2.2,351,356,2.1,1.4,61,2023/2/5 04:04,2,4
44962.21,17.3,2.14,0.28,0.02,0.7,6.3,7,25.3,52,32,0,90,0.9,2.16,3,346,1.5,1.3,63,2023/2/5 05:02,2,5
44962.25,17.5,2.19,0.28,0.03,0.8,6.7,7.5,23,37,18,0,89,0.9,2.22,343,325,0.6,0.7,68,2023/2/5 06:00,2,6
44962.29,18,2.22,0.39,0.07,1,10.6,11.6,16.7,32,21,0,88,1.1,2.29,320,8,0.7,0.3,68,2023/2/5 06:57,2,7
44962.33,18,2.22,0.45,0.08,1.8,12.5,14.3,18.2,26,15,0,86,1.2,2.3,351,356,0.7,1,69,2023/2/5 07:55,2,8
44962.38,18.7,2.3,0.6,0.14,3.8,15.2,19,17.7,27,18,0,84,1.8,2.44,350,283,0.7,0.4,65,2023/2/5 09:07,2,9
44962.42,19.4,2.2,0.56,0.13,5.6,17.1,22.7,18.7,36,24,0,82,2.2,2.33,300,336,2,1.5,60,2023/2/5 10:04,2,10
44962.46,19.3,2.14,0.42,0.07,3.4,9.8,13.2,27.7,26,16,0,83,1.5,2.21,3,11,1.9,1.4,63,2023/2/5 11:02,2,11
44962.5,19.7,2.17,0.46,0.07,3,10.3,13.3,31,31,23,0,82,1.5,2.24,317,315,1.3,1.5,61,2023/2/5 12:00,2,12
44962.54,20.3,2.15,0.41,0.05,2.9,9.3,12.2,35.5,30,15,0,77,1.3,2.2,337,352,2.2,1.6,63,2023/2/5 12:57,2,13
44962.58,19.5,2.14,0.38,0.04,2.1,8.2,10.3,35,25,18,0,81,1,2.18,345,346,2.8,1.9,62,2023/2/5 13:55,2,14
44962.63,18,2.12,0.37,0.03,1.7,8.8,10.5,35.6,34,16,0,87,0.9,2.15,352,341,2.1,2,60,2023/2/5 15:07,2,15
44962.67,18,2.13,0.39,0.05,1.2,10,11.3,33.8,25,12,0,86,1,2.18,352,304,1.9,1.3,60,2023/2/5 16:04,2,16
44962.71,18,2.14,0.43,0.05,1.2,12.4,13.7,30.8,21,9,0,85,1.3,2.19,342,343,1.9,1.6,55,2023/2/5 17:02,2,17
44962.75,17.7,2.15,0.43,0.06,0.7,12.6,13.4,29.5,17,9,0,85,1.4,2.21,354,17,1.3,1.3,50,2023/2/5 18:00,2,18
44962.79,17.7,2.26,0.53,0.1,0.8,17.4,18.3,21,22,15,0,85,1.5,2.36,327,305,1.5,0.7,45,2023/2/5 18:57,2,19
44962.83,17.9,2.26,0.57,0.12,0.9,19.1,20,17.2,23,16,0,85,1.5,2.38,307,21,0.4,0.6,44,2023/2/5 19:55,2,20
44962.88,18.1,2.26,0.63,0.16,1.3,22.9,24.2,11.3,25,18,0,85,1.4,2.42,262,251,1.4,0.7,45,2023/2/5 21:07,2,21
44962.92,17.7,2.26,0.54,0.11,1.1,19.3,20.4,13.5,22,18,0,86,1.2,2.37,327,8,0.9,0.6,49,2023/2/5 22:04,2,22
44962.96,17.6,2.28,0.46,0.08,1,15.4,16.5,16,21,11,0,87,1.2,2.36,341,4,1.1,0.9,52,2023/2/5 23:02,2,23
44963,17.1,2.19,0.37,0.05,0.9,10,10.9,22.6,21,17,0,88,1,2.24,3,20,2.4,1.5,50,2023/2/6 00:00,2,0
44963.04,16.2,2.13,0.31,0.02,0.7,6.1,6.8,28.5,17,12,0,91,1,2.15,12,33,1.1,1.7,49,2023/2/6 00:57,2,1
44963.08,16.4,2.18,0.32,0.03,0.5,7,7.6,24.8,19,15,0,90,0.9,2.21,310,349,1.3,0.8,46,2023/2/6 01:55,2,2
44963.13,16.9,2.22,0.33,0.05,0.5,8.3,8.8,20.8,20,11,0,88,1.3,2.27,9,99,0.8,0.6,45,2023/2/6 03:07,2,3
44963.17,17.4,2.25,0.36,0.07,0.7,10.2,11,17,14,11,0,86,1.6,2.32,178,261,0.9,0.2,44,2023/2/6 04:04,2,4
44963.21,17.2,2.24,0.35,0.07,0.6,11.4,12.1,13.9,15,10,0,87,1.5,2.31,258,268,0.7,0.8,42,2023/2/6 05:02,2,5
44963.25,16.8,2.23,0.37,0.08,1,12.9,13.9,11.4,20,13,0.5,90,1.1,2.31,253,278,0.6,0.7,41,2023/2/6 06:00,2,6
44963.29,16.9,2.28,0.62,0.19,7,20,27.1,4.5,31,18,0.5,92,1.1,2.47,249,258,1.4,0.6,41,2023/2/6 06:57,2,7
44963.33,16.9,2.29,0.75,0.26,29.7,25.3,55,1.3,31,23,5.5,96,1.4,2.55,217,124,0.7,0.3,44,2023/2/6 07:55,2,8
44963.38,17.4,2.47,0.86,0.49,38,25.4,63.5,2.2,32,18,2.5,98,1.6,2.96,123,176,1.2,0.8,50,2023/2/6 09:07,2,9
44963.42,18.1,2.34,0.63,0.41,28.5,25.1,53.6,3.6,31,17,1,99,1.7,2.75,169,139,2.7,1,53,2023/2/6 10:04,2,10
44963.46,20.1,2.02,0.37,0.23,6.5,13.2,19.8,24.1,27,13,0,90,1.8,2.25,158,242,1.6,1.6,54,2023/2/6 11:02,2,11
44963.5,21.5,2.02,0.29,0.08,5,12,17,23.9,20,8,0,83,1.4,2.1,260,257,1.2,1.3,53,2023/2/6 12:00,2,12
44963.54,22.6,2,0.28,0.07,3.6,10.6,14.2,28,20,10,0,79,1.4,2.07,258,289,1.1,0.9,45,2023/2/6 12:57,2,13
44963.58,23.2,2,0.28,0.21,2.7,11.4,14.1,32.2,30,11,0,71,1.6,2.21,277,280,1.9,1.8,42,2023/2/6 13:55,2,14
44963.63,22.7,2.08,0.43,0.38,5.8,29.9,35.7,21.3,58,24,0,76,2.3,2.46,268,270,1.6,1.6,39,2023/2/6 15:07,2,15
44963.67,21.8,2.14,0.53,0.45,10.4,37.8,48.2,10.7,68,32,0,81,2.2,2.59,276,328,0.6,1.3,48,2023/2/6 16:04,2,16
44963.71,21.2,2.16,0.8,0.53,11.8,41,52.9,6.4,70,29,0,81,2.1,2.69,273,272,1.6,1.1,57,2023/2/6 17:02,2,17
44963.75,19.6,2.18,0.72,0.37,6.3,41.9,48.2,2.2,60,30,0,86,2,2.55,270,260,0.4,1,65,2023/2/6 18:00,2,18
44963.79,19.2,2.22,0.79,0.46,8.4,40.2,48.6,0.7,62,29,0,88,1.7,2.68,255,165,0.3,0.5,72,2023/2/6 18:57,2,19
44963.83,19.4,2.32,0.99,0.59,21.8,38.9,60.8,0.4,84,58,0,88,1.8,2.91,159,247,0.5,0.2,75,2023/2/6 19:55,2,20
44963.88,18.9,2.24,0.8,0.45,20.5,38.6,59.1,0.5,61,27,0,89,1.6,2.69,267,139,0.2,0.7,86,2023/2/6 21:07,2,21
44963.92,19.2,2.35,0.83,0.52,20,38.6,58.6,0.6,54,25,0,89,1.7,2.87,135,287,0.3,0.1,87,2023/2/6 22:04,2,22
44963.96,19,2.36,0.74,0.44,17.8,33.2,51,0.6,59,25,0,90,1.7,2.8,263,259,0.9,0.5,86,2023/2/6 23:02,2,23
44964,18.3,2.33,0.59,0.49,12,27.3,39.4,0.7,58,31,0,92,1.7,2.82,271,184,0.2,0.7,86,2023/2/7 00:00,2,0
44964.04,18.7,2.39,0.74,0.64,10.2,25.3,35.5,0.7,63,42,0,91,1.7,3.03,135,122,0.2,0.3,80,2023/2/7 00:57,2,1
44964.08,18.8,2.45,0.64,0.51,11.9,24,36,0.5,54,33,0,91,1.5,2.96,243,251,0.3,0.3,88,2023/2/7 01:55,2,2
44964.13,18.4,2.38,0.55,0.37,10,23,33.1,0.6,48,32,0,92,1.3,2.75,257,236,0.3,0.4,93,2023/2/7 03:07,2,3
44964.17,18.1,2.47,0.57,0.38,14,22.6,36.6,0.6,54,31,0,93,1.6,2.85,260,264,0.2,0.4,96,2023/2/7 04:04,2,4
44964.21,17.8,2.59,0.64,0.52,20.6,20.5,41.1,1,52,33,0,94,1.7,3.11,213,271,0.7,0.1,95,2023/2/7 05:02,2,5
44964.25,17.1,2.47,0.55,0.32,22.9,17.3,40.3,0.7,49,39,0,96,1.4,2.79,272,256,0.2,0.8,93,2023/2/7 06:00,2,6
44964.29,17.5,2.47,0.74,0.33,28,16.2,44.3,1.4,37,24,0,95,1.4,2.8,346,307,1.2,0.3,96,2023/2/7 06:57,2,7
44964.33,18.7,2.35,0.8,0.3,25.7,16.9,42.6,5.2,35,26,0,89,1.3,2.65,322,276,0.5,0.3,93,2023/2/7 07:55,2,8
44964.38,20.9,2.29,0.92,0.32,23.8,23.4,47.3,9.9,39,27,0,82,1.5,2.61,353,306,0.8,0.2,88,2023/2/7 09:07,2,9
44964.42,23.3,2.2,0.66,0.29,16.8,26.3,43.2,19.9,41,24,0,69,1.9,2.49,296,278,1.5,0.9,86,2023/2/7 10:04,2,10
44964.46,25.3,2.08,0.38,0.22,6.5,16.2,22.8,32.6,32,18,0,59,1.5,2.3,298,313,2.6,1.5,82,2023/2/7 11:02,2,11
44964.5,26,2.06,0.35,0.14,4.2,12.7,17,37.5,31,20,0,58,1.5,2.2,325,342,2.4,1.4,79,2023/2/7 12:00,2,12
44964.54,25.6,2.06,0.35,0.13,4.1,13.1,17.3,37.1,43,21,0,59,1.4,2.19,331,355,2.5,2,76,2023/2/7 12:57,2,13
44964.58,24.9,2.07,0.34,0.14,4,14.1,18.1,37.8,44,24,0,61,1.4,2.21,325,324,2.8,2.1,72,2023/2/7 13:55,2,14
44964.63,23.9,2.07,0.34,0.15,3.5,14.6,18.1,34.2,45,27,0,64,1.3,2.22,338,359,2.1,1.9,70,2023/2/7 15:07,2,15
44964.67,23.2,2.08,0.4,0.19,3.4,18.1,21.6,27.8,43,26,0,65,1.5,2.27,315,313,1.5,1.7,73,2023/2/7 16:04,2,16
44964.71,22,2.11,0.55,0.24,2.7,24.7,27.5,16.3,56,31,0,70,1.6,2.35,310,307,1.6,1.5,75,2023/2/7 17:02,2,17
44964.75,20.9,2.14,0.66,0.27,2.9,30.8,33.7,6.9,50,33,0,76,1.5,2.41,315,336,1.4,1.3,79,2023/2/7 18:00,2,18
44964.79,19.9,2.13,0.51,0.21,1.9,27.9,29.9,6.7,45,34,0,82,1.6,2.34,341,342,1.5,1.3,80,2023/2/7 18:57,2,19
44964.83,19.6,2.16,0.49,0.21,2,24.4,26.4,5.3,46,32,0,83,1.6,2.37,336,27,1.6,1.1,83,2023/2/7 19:55,2,20
44964.88,19.3,2.13,0.45,0.17,1.4,21.4,22.8,6.5,43,34,0,84,1.5,2.3,1,302,1.3,1,85,2023/2/7 21:07,2,21
44964.92,19.2,2.19,0.5,0.19,1.5,21.9,23.4,5.2,41,36,0,84,1.5,2.38,313,317,1.3,1.1,87,2023/2/7 22:04,2,22
44964.96,18.6,2.19,0.42,0.15,1.4,18.8,20.2,8.6,42,32,0,85,1.2,2.34,354,6,1.4,0.9,89,2023/2/7 23:02,2,23
44965,18.4,2.14,0.36,0.12,1.2,14.7,15.9,10.2,34,37,0,86,1.4,2.26,352,13,1,0.9,90,2023/2/8 00:00,2,0
44965.04,18.6,2.16,0.35,0.11,0,14.3,14.4,8.6,40,28,0,86,2.2,2.27,331,341,1,0.7,94,2023/2/8 00:57,2,1
44965.08,18.6,2.18,0.32,0.1,0.3,12.5,12.8,9.9,35,30,0,86,2.1,2.28,332,9,0.8,0.7,93,2023/2/8 01:55,2,2
44965.13,18.6,2.19,0.31,0.1,0.2,11.8,12,9.7,30,27,0,86,2,2.29,316,305,1.3,0.7,91,2023/2/8 03:07,2,3
44965.17,18.6,2.22,0.29,0.08,0.4,11.2,11.7,10.2,25,28,0,87,1.9,2.3,338,5,1.5,1,89,2023/2/8 04:04,2,4
44965.21,18.2,2.1,0.27,0.06,0.5,8.9,9.4,13.6,26,29,0,87,1.6,2.16,3,351,1.5,1.4,87,2023/2/8 05:02,2,5
44965.25,18.2,2.14,0.33,0.08,0.7,11,11.7,8,28,26,0,88,1.8,2.22,353,307,1.4,0.7,87,2023/2/8 06:00,2,6
44965.29,18.3,2.15,0.44,0.11,3.1,13.5,16.6,8.5,25,26,0,88,1.7,2.26,326,358,1.5,1.1,85,2023/2/8 06:57,2,7
44965.33,18.8,2.14,0.5,0.12,5.9,13.6,19.5,11.2,31,28,0,85,1.7,2.26,349,306,1.4,0.9,84,2023/2/8 07:55,2,8
44965.38,20.1,2.15,0.57,0.16,10.2,15.5,25.7,15.8,37,27,0,81,1.9,2.31,314,338,1,0.7,83,2023/2/8 09:07,2,9
44965.42,21.9,2.12,0.49,0.19,9.9,18.1,28,22.3,35,26,0,72,2,2.31,314,297,1.3,0.6,82,2023/2/8 10:04,2,10
44965.46,23.2,2.09,0.41,0.18,5.5,16.6,22.2,36.6,38,25,0,66,1.9,2.27,288,284,2.1,1.6,82,2023/2/8 11:02,2,11
44965.5,23.8,2.07,0.36,0.13,3,13,16,48.1,50,24,0,64,1.7,2.2,321,327,2.2,1.6,33,2023/2/8 12:00,2,12
44965.54,24.4,2.05,0.345,0.1,2.35,12.1,14.45,59.9,48,25,0,61,1.75,2.15,334,320,1.8,1.2,37,2023/2/8 12:57,2,13
44965.58,24.4,2.045,0.33,0.115,1.7,11.2,12.9,54.8,55,28,0,61,1.8,2.16,337,313,2.6,1.8,76,2023/2/8 13:55,2,14
44965.63,22.9,2.04,0.32,0.13,1.7,12,13.8,49.7,58,21,0,65,1.7,2.17,345,1,3,2.4,77,2023/2/8 15:07,2,15
44965.67,20.4,2.05,0.34,0.11,1.4,11,12.5,40.6,51,21,0,75,1.5,2.16,335,4,3.1,2.3,75,2023/2/8 16:04,2,16
44965.71,18.9,2.07,0.39,0.09,0.8,11.6,12.4,34.6,39,14,0,83,1.5,2.16,342,333,1.5,1.5,73,2023/2/8 17:02,2,17
44965.75,19,2.11,0.56,0.16,0.6,18.5,19.1,23.7,32,18,0,82,2,2.27,345,352,0.7,0.8,68,2023/2/8 18:00,2,18
44965.79,18.6,2.15,0.61,0.22,0.8,22.3,23.1,19.7,37,20,0,83,1.9,2.37,308,319,2,1.4,64,2023/2/8 18:57,2,19
44965.83,18,2.11,0.44,0.13,0.4,16,16.5,23.6,40,22,0,86,1.5,2.24,1,6,2.2,1.5,62,2023/2/8 19:55,2,20
44965.88,17.6,2.09,0.38,0.08,0.4,10.8,11.2,26.2,33,27,0,88,1.5,2.17,355,346,1.7,1.6,62,2023/2/8 21:07,2,21
44965.92,17.7,2.11,0.35,0.06,0.2,8.8,9.1,29,21,14,0,88,1.4,2.17,349,325,1.5,1.2,67,2023/2/8 22:04,2,22
44965.96,17.9,2.1,0.32,0.04,0.2,7.8,8.1,30,18,10,0,87,1.5,2.14,354,341,1.6,1.2,65,2023/2/8 23:02,2,23
44966,17.5,2.06,0.26,0.02,0.1,5.8,6,33.9,15,8,0,88,1.6,2.08,358,15,2.3,1.7,60,2023/2/9 00:00,2,0
44966.04,17.3,2.06,0.25,0.02,0.5,5.9,6.5,33.9,19,7,0,89,1,2.08,347,317,1.8,1.5,54,2023/2/9 00:57,2,1
44966.08,17.5,2.09,0.25,0.02,0.4,5.8,6.3,33.9,5,5,0,86,1.1,2.11,357,347,1.5,1.1,44,2023/2/9 01:55,2,2
44966.13,17.4,2.12,0.25,0.02,0.6,7.1,7.8,31.9,9,2,0,85,1.4,2.14,325,355,1.8,1.4,37,2023/2/9 03:07,2,3
44966.17,16.7,2.1,0.27,0.02,0.5,6,6.6,32.5,16,5,0,87,1.2,2.12,347,354,2.1,1.7,31,2023/2/9 04:04,2,4
44966.21,16.7,2.15,0.3,0.03,0.7,6.2,6.9,28.6,13,7,0,88,0.9,2.18,327,308,1.5,1.1,29,2023/2/9 05:02,2,5
44966.25,16.9,2.18,0.36,0.06,0.8,9.5,10.3,22.2,18,11,0,88,0.9,2.24,281,299,1,0.6,29,2023/2/9 06:00,2,6
44966.29,17,2.2,0.44,0.09,1.5,12.5,14,17.3,22,16,0,88,1.1,2.29,313,289,1.4,0.8,29,2023/2/9 06:57,2,7
44966.33,17.5,2.18,0.59,0.17,4.7,16.8,21.6,14.5,28,18,0,87,1.2,2.35,258,228,1.1,0.7,34,2023/2/9 07:55,2,8
44966.38,18.4,2.18,0.54,0.24,9,18,27,17.8,38,20,0,84,1.4,2.42,244,248,1.5,0.7,39,2023/2/9 09:07,2,9
44966.42,20,2.18,0.54,0.23,9.7,19.8,29.5,23.7,53,30,0,79,1.5,2.41,264,245,0.8,1.2,43,2023/2/9 10:04,2,10
44966.46,22.8,2.18,0.64,0.22,6.8,23.4,30.2,41.3,53,32,0,65,1.5,2.4,277,276,2.1,1,53,2023/2/9 11:02,2,11
44966.5,23,2.1,0.44,0.17,5.1,22.5,27.7,43.4,55,27,0,66,1.7,2.27,267,256,3.4,3.2,60,2023/2/9 12:00,2,12
44966.54,21.5,2.06,0.35,0.09,3.1,14.3,17.5,44.5,42,20,0,69,1.2,2.15,322,324,2.3,1.6,65,2023/2/9 12:57,2,13
44966.58,21.3,2.07,0.39,0.11,2.5,14.2,16.8,47.5,46,21,0,70,1.1,2.18,339,324,0.8,1,66,2023/2/9 13:55,2,14
44966.63,22.5,2.12,0.5,0.21,2.7,20.6,23.3,48.2,52,24,0,65,1.4,2.33,295,285,1.8,1.1,65,2023/2/9 15:07,2,15
44966.67,21.7,2.1,0.49,0.32,4.6,29.8,34.5,26.9,71,25,0,69,1.6,2.42,269,273,2.5,2.2,65,2023/2/9 16:04,2,16
