time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RH,SO2,THC,WD_HR(SIN),WD_HR(COS),WD_HR,WIND_SPEED,WS_HR,aqi
2022/2/14 19:55,15.5,2.17,0.56,0.18,1.6,20.5,22.2,17.6,20,13,80,1.7,2.35,-0.559192903,0.829037573,326,1.5,1,33
2022/2/14 21:07,15.1,2.15,0.53,0.21,1.9,20.2,22.2,17.9,29,16,81,1.7,2.36,-0.601815023,0.79863551,323,1.3,1.3,34
2022/2/14 22:04,15.4,2.15,0.55,0.2,1.4,18.7,20.1,15.8,23,19,81,1.3,2.35,0.629320391,0.777145961,39,0.9,0.9,37
2022/2/14 23:02,15.8,2.17,0.66,0.26,1.8,24.7,26.5,8.1,35,22,83,1.7,2.43,0.987688341,0.156434465,81,1.3,0.9,43
2022/2/15 00:00,15.8,2.17,0.62,0.22,1.8,22,23.8,7.7,39,28,86,1.9,2.39,0.559192903,0.829037573,34,1.2,0.9,47
2022/2/15 00:57,15.9,2.19,0.46,0.16,1,13.7,14.8,12,29,24,86,1.8,2.35,0.087155743,0.996194698,5,0.7,0.7,56
2022/2/15 01:55,15.3,2.27,0.5,0.19,1.3,17.7,19,7.5,35,28,86,1.8,2.46,-0.927183855,-0.374606593,248,1.7,1,60
2022/2/15 03:07,14.7,2.25,0.51,0.19,1.6,23.2,24.9,3.4,38,33,87,2,2.44,-0.920504853,-0.390731128,247,1,1.1,65
2022/2/15 04:04,14.9,2.28,0.51,0.2,2.5,23.8,26.3,2.1,41,24,87,2,2.48,-0.848048096,-0.529919264,238,0.8,0.5,71
2022/2/15 05:02,15.3,2.26,0.57,0.28,3.2,21.2,24.4,3.7,44,38,86,2,2.54,0.79863551,-0.601815023,127,0.9,0.8,71
2022/2/15 06:00,15.7,2.45,0.64,0.27,7.1,18.3,25.4,1,36,30,87,1.7,2.72,-0.325568154,0.945518576,341,1.3,0.2,79
2022/2/15 06:57,15.8,2.35,0.87,0.38,17.9,23.5,41.4,2.3,54,42,86,2.6,2.73,-0.987688341,-0.156434465,261,1.1,1.2,81
2022/2/15 07:55,16.7,2.32,0.85,0.31,18.6,26.2,44.8,3.9,41,21,81,2.3,2.63,-0.669130606,0.743144825,318,0.8,0.3,86
2022/2/15 09:07,17.8,2.3,0.88,0.32,21.8,26.7,48.6,7,37,27,78,2.3,2.62,-0.920504853,0.390731128,293,2.1,0.7,86
2022/2/15 10:04,19.2,2.17,0.75,0.28,17.7,26.3,44.1,20.3,51,27,66,2.7,2.45,-0.788010754,0.615661475,308,1.9,1.1,84
2022/2/15 11:02,20.6,2.07,0.41,0.15,6.1,15.7,21.9,41.5,37,21,60,2.3,2.22,-0.390731128,0.920504853,337,2.2,1.3,84
2022/2/15 12:00,21.3,2.09,0.41,0.17,3.4,15.2,18.6,53,49,24,57,2.1,2.26,-0.68199836,0.731353702,317,1.7,1.9,77
2022/2/15 12:57,21.9,2.09,0.39,0.12,2.7,13.9,16.6,60,47,20,56,2.1,2.21,-0.669130606,0.743144825,318,2.5,1.4,78
2022/2/15 13:55,21.2,2.04,0.29,0.08,2.1,11.4,13.5,60.5,56,19,61,1.8,2.12,-0.48480962,0.874619707,331,2.8,2.6,75
2022/2/15 15:07,20.2,2.03,0.29,0.1,2,12.1,14.2,53.1,54,22,64,1.8,2.13,-0.601815023,0.79863551,323,3.4,2.9,72
2022/2/15 16:04,17.7,2.04,0.3,0.09,1.6,12.3,14,49.6,64,22,74,1.6,2.13,-0.275637356,0.961261696,344,3.1,2.8,71
2022/2/15 17:02,17.3,2.06,0.39,0.1,1.2,14.4,15.7,44,58,26,76,1.8,2.16,-0.275637356,0.961261696,344,2.4,1.8,70
2022/2/15 18:00,17,2.06,0.4,0.1,1.2,16.2,17.5,38.8,58,27,77,1.8,2.16,-0.207911691,0.978147601,348,2.5,1.9,71
2022/2/15 18:57,16.8,2.07,0.38,0.11,1.2,14.9,16.1,36.5,55,24,78,1.8,2.18,0.052335956,0.998629535,3,1.6,1.8,73
2022/2/15 19:55,17.1,2.13,0.43,0.14,1.2,18,19.3,29.6,60,23,78,2,2.27,-0.325568154,0.945518576,341,1.1,1.2,72
2022/2/15 21:07,17.4,2.18,0.46,0.16,1.2,19,20.2,25.4,55,26,78,2,2.34,0.69465837,0.7193398,44,0.6,0.6,72
2022/2/15 22:04,16.9,2.14,0.4,0.13,1.1,17.2,18.3,25.3,51,30,81,1.8,2.27,-0.190808995,0.981627183,349,1.7,1.3,72
2022/2/15 23:02,16.6,2.11,0.34,0.1,1.1,13.9,15,27.5,43,25,82,1.9,2.21,0.017452406,0.999847695,1,1.6,1.4,74
2022/2/16 00:00,16.8,2.16,0.35,0.11,1,12.9,13.9,26.3,37,27,82,1.9,2.27,0.104528463,0.994521895,6,1.6,0.9,74
2022/2/16 00:57,16.8,2.12,0.31,0.09,0.8,9.6,10.4,26.1,34,20,81,1.7,2.21,0.104528463,0.994521895,6,1.3,1.2,76
2022/2/16 01:55,16.7,2.13,0.29,0.07,0.7,8.8,9.5,29.1,26,14,82,1.6,2.2,-0.139173101,0.990268069,352,1.3,1.2,74
2022/2/16 03:07,16.6,2.09,0.26,0.06,0.7,7.8,8.5,25.5,29,16,82,1.6,2.15,0.087155743,0.996194698,5,1.9,1.7,68
2022/2/16 04:04,16.5,2.12,0.26,0.05,0.8,6.3,7.2,21.9,23,20,82,1.4,2.17,-0.173648178,0.984807753,350,1.6,1.3,65
2022/2/16 05:02,16.3,2.07,0.25,0.05,0.8,6.1,6.9,18.3,22,13,83,1.5,2.12,0.156434465,0.987688341,9,1.4,1.4,63
2022/2/16 06:00,16.1,2.31,0.48,0.16,3.9,13.7,17.6,14.7,25,20,84,1.5,2.47,1,6.12574E-17,90,0.7,0.8,59
2022/2/16 06:57,16.3,2.24,0.68,0.2,7.8,21,28.8,16.3,30,25,84,1.6,2.44,0.898794046,0.438371147,64,1.3,0.2,60
2022/2/16 07:55,17.3,2.24,0.73,0.27,13.4,20.1,33.6,14.7,40,25,81,1.9,2.51,0.956304756,-0.292371705,107,1.6,1.1,63
2022/2/16 09:07,18.9,2.14,0.51,0.17,7.3,14.8,22.2,23.3,33,18,74,1.8,2.31,-0.777145961,0.629320391,309,2.6,0.7,65
2022/2/16 10:04,20.5,2.05,0.35,0.11,4.4,12.2,16.7,37.7,27,17,65,1.7,2.16,-0.422618262,0.906307787,335,2.9,2.2,66
2022/2/16 11:02,21.2,2.06,0.35,0.11,3.9,11.4,15.3,46.9,49,20,63,1.7,2.17,-0.469471563,0.882947593,332,3.1,2.6,64
2022/2/16 12:00,22.1,2.06,0.33,0.08,1.9,8.8,10.7,55.3,39,20,60,1.8,2.14,-0.342020143,0.939692621,340,2.5,2.4,61
2022/2/16 12:57,23.3,2.05,0.35,0.07,2.2,9.7,11.9,58.2,38,20,55,2,2.12,-0.275637356,0.961261696,344,2.2,1.7,59
2022/2/16 13:55,23.2,2.05,0.32,0.07,1.7,9,10.8,63.9,43,24,56,1.9,2.12,-0.469471563,0.882947593,332,2.8,2.6,60
2022/2/16 15:07,23,2.05,0.33,0.09,1.6,9.6,11.2,61.1,45,27,57,1.9,2.14,-0.422618262,0.906307787,335,2.6,2.4,63
2022/2/16 16:04,22.1,2.07,0.39,0.14,2.3,15.2,17.5,50.6,58,25,62,1.9,2.21,-0.64278761,0.766044443,320,2.9,2.7,66
2022/2/16 17:02,21.2,2.08,0.46,0.16,1.5,17.2,18.8,40.9,52,25,65,1.9,2.24,-0.422618262,0.906307787,335,2.3,1.7,68
2022/2/16 18:00,20.2,2.11,0.57,0.2,1,22.4,23.4,30.2,44,21,68,1.9,2.31,-0.292371705,0.956304756,343,2,1.6,71
2022/2/16 18:57,19.4,2.11,0.56,0.19,1.1,22.3,23.4,25.3,33,19,70,1.9,2.3,-0.139173101,0.990268069,352,1.4,1.3,70
2022/2/16 19:55,18.5,2.2,0.54,0.22,1.2,21.6,22.8,22.6,32,17,74,2,2.42,-0.656059029,0.75470958,319,0.9,1.1,67
2022/2/16 21:07,17.8,2.19,0.5,0.17,1.1,19.3,20.5,22.1,28,16,77,1.8,2.36,-0.275637356,0.961261696,344,1.4,1,64
2022/2/16 22:04,17.5,2.23,0.55,0.18,1.1,19,20.2,19.5,28,18,78,1.9,2.41,-0.087155743,0.996194698,355,0.9,0.2,61
2022/2/16 23:02,17.1,2.25,0.58,0.33,1.7,25,26.7,10.3,28,21,82,2.1,2.58,0.587785252,-0.809016994,144,0.6,0.5,60
2022/2/17 00:00,16.4,2.26,0.52,0.32,1.1,21.9,23.1,10.5,29,17,84,2,2.58,-0.996194698,-0.087155743,265,0.5,0.8,61
2022/2/17 00:57,16.4,2.32,0.54,0.36,2,23.5,25.5,6.2,30,19,84,1.7,2.68,0.669130606,-0.743144825,138,0.7,0.5,61
2022/2/17 01:55,16,2.41,0.51,0.3,1.7,22.4,24.1,4.5,23,17,86,1.7,2.71,-0.573576436,-0.819152044,215,1.1,0.6,61
2022/2/17 03:07,16,2.59,0.51,0.33,2.2,19.8,22.1,2.7,33,25,87,1.8,2.92,0.829037573,-0.559192903,124,1.2,1.4,60
2022/2/17 04:04,15.7,2.49,0.48,0.26,3.5,16.9,20.4,1.1,34,23,88,1.5,2.75,-0.99756405,0.069756474,274,1.1,1.5,61
2022/2/17 05:02,15.9,2.55,0.53,0.32,4.3,19.3,23.6,0.6,32,21,88,1.9,2.87,0.034899497,0.999390827,2,1,0.2,63
2022/2/17 06:00,16.2,2.22,0.39,0.14,2.6,15.4,18.1,12.2,22,15,83,1.8,2.36,-0.309016994,0.951056516,342,1.5,0.8,63
2022/2/17 06:57,16.6,2.19,0.51,0.15,5.9,19.3,25.2,11.9,22,21,82,2,2.34,0.207911691,0.978147601,12,0.8,0.6,62
2022/2/17 07:55,17.9,2.19,0.75,0.28,14.3,23.4,37.7,12.7,29,19,77,2.3,2.47,0.342020143,-0.939692621,160,1.8,0.2,61
2022/2/17 09:07,18.7,2.17,0.62,0.24,11.33333333,19.6,30.93333333,16.6,50,24,73,2.1,2.41,-0.945518576,-0.325568154,251,0.9,1.4,60
2022/2/17 10:04,21,2.13,0.49,0.2,8.366666667,15.8,24.16666667,27.4,45,29,62,1.9,2.33,-0.965925826,0.258819045,285,2.5,1.6,59
2022/2/17 11:02,21.9,2.09,0.36,0.16,5.4,12,17.4,42.4,41,18,62,1.7,2.25,-0.544639035,0.838670568,327,3.4,2.1,67
2022/2/17 12:00,21.1,2.06,0.33,0.13,3.1,11.1,14.2,43.5,37,17,70,1.4,2.19,-0.5,0.866025404,330,2.9,2.6,65
2022/2/17 12:57,20.6,2.06,0.36,0.07,3.4,12.8,16.25,44.6,41,11,73,1.6,2.13,-0.190808995,0.981627183,349,2.3,2.5,64
2022/2/17 13:55,21.2,2.08,0.39,0.135,3.7,14.5,18.3,37.4,42,16,71,1.8,2.215,-0.743144825,0.669130606,312,2.3,1.5,60
2022/2/17 15:07,20.7,2.1,0.41,0.2,4.5,18.2,22.7,30.9,37,19,73,1.7,2.3,-0.587785252,0.809016994,324,2.5,2.1,56
2022/2/17 16:04,20.2,2.09,0.42,0.2,3.5,18.5,22,27.9,26,13,76,1.6,2.29,-0.292371705,0.956304756,343,2,1.5,55
2022/2/17 17:02,19.4,2.1,0.48,0.22,2.2,21,23.3,23.4,28,14,79,1.6,2.32,-0.669130606,0.743144825,318,1.8,1.8,53
2022/2/17 18:00,18.8,2.14,0.52,0.19,1.5,21.6,23.1,20.9,23,14,81,1.5,2.33,-0.469471563,0.882947593,332,1.7,1.3,53
2022/2/17 18:57,18.6,2.13,0.52,0.22,1.6,22.9,24.5,18.7,28,16,81,1.8,2.35,-0.406736643,0.913545458,336,2.4,1.5,52
2022/2/17 19:55,18.2,2.12,0.41,0.16,1.4,17.4,18.8,21.3,27,16,83,1.8,2.28,-0.087155743,0.996194698,355,1.9,1.7,51
2022/2/17 21:07,17.8,2.11,0.37,0.14,1.4,15.5,16.9,22.1,25,9,84,1.7,2.25,-0.139173101,0.990268069,352,2.6,2,52
2022/2/17 22:04,17.2,2.08,0.33,0.12,1.3,12.9,14.2,23.3,19,14,85,1.7,2.2,0.034899497,0.999390827,2,2.1,2.2,48
2022/2/17 23:02,17.6,2.15,0.36,0.13,1.3,13.7,15,18.9,16,11,85,1.5,2.28,0.374606593,0.927183855,22,1.3,1.1,46
2022/2/18 00:00,17.1,2.13,0.31,0.1,1.3,12,13.3,19.9,13,11,86,1.2,2.23,-0.241921896,0.970295726,346,2.5,2,43
2022/2/18 00:57,16.5,2.07,0.22,0.06,1.1,7,8.1,27.1,11,8,87,1.1,2.13,0.121869343,0.992546152,7,2.6,2.2,40
2022/2/18 01:55,16.7,2.1,0.21,0.04,1,5.6,6.7,28,10,10,86,1.1,2.14,0.052335956,0.998629535,3,1.8,1.7,40
2022/2/18 03:07,16.7,2.07,0.2,0.04,1.1,5.1,6.2,28.1,8,8,86,1,2.11,-0.104528463,0.994521895,354,1.8,1.5,37
2022/2/18 04:04,16.8,2.09,0.2,0.03,1.1,4.6,5.8,27.8,7,8,85,1.3,2.12,-0.034899497,0.999390827,358,2.2,1.6,34
2022/2/18 05:02,16.7,2.06,0.2,0.03,1,6.3,7.3,27.6,7,7,85,1.3,2.09,-0.017452406,0.999847695,359,2,1.9,32
2022/2/18 06:00,16.6,2.09,0.23,0.05,1.2,8.8,10.1,24.7,8,8,86,1.6,2.14,-0.207911691,0.978147601,348,1.5,1.2,31
2022/2/18 06:57,16.6,2.1,0.4,0.1,2.1,16.5,18.6,15.5,8,10,87,1.5,2.2,-0.034899497,0.999390827,358,1,1.1,30
2022/2/18 07:55,16.9,2.12,0.55,0.16,4.5,20.7,25.3,13.4,13,6,87,1.3,2.28,0.629320391,0.777145961,39,1,0.9,30
2022/2/18 09:07,17.6,2.11,0.64,0.28,14.3,23.3,37.7,12.5,21,17,86,1.4,2.39,-0.956304756,-0.292371705,253,1.3,0.3,33
2022/2/18 10:04,18.9,2.1,0.54,0.3,14,24.4,38.5,18.3,23,15,82,1.5,2.4,-0.994521895,-0.104528463,264,1.6,1.5,38
2022/2/18 11:02,20.2,2.06,0.36,0.22,10.6,20.2,30.8,23.7,22,20,78,1.5,2.28,-0.906307787,0.422618262,295,2.1,1.6,40
2022/2/18 12:00,20.9,2.08,0.34,0.17,5.3,15.9,21.2,36.3,27,15,75,1.3,2.25,-0.422618262,0.906307787,335,1.8,1.6,41
2022/2/18 12:57,21.8,2.03,0.29,0.1,3.3,11.5,14.9,45.3,22,14,69,1.3,2.13,0.224951054,0.974370065,13,1.2,0.4,45
2022/2/18 13:55,23,2.04,0.32,0.14,3.2,12.3,15.5,55.1,27,15,65,1.3,2.18,-0.981627183,-0.190808995,259,1.9,0.7,44
2022/2/18 15:07,23.3,2.05,0.38,0.18,3.1,15.8,18.9,53.5,40,20,66,1.6,2.23,-0.999390827,0.034899497,272,4,2.6,45
2022/2/18 16:04,20.3,2.03,0.27,0.11,3.1,13.9,17.1,33.7,29,12,78,1.2,2.14,-0.241921896,0.970295726,346,2.7,2.7,47
2022/2/18 17:02,18.9,2.04,0.31,0.1,1.9,13.2,15.1,28.4,21,10,83,1.2,2.14,-0.139173101,0.990268069,352,2.9,2.2,46
2022/2/18 18:00,18.7,2.06,0.42,0.14,1.5,17.4,18.9,20.8,16,11,83,1.2,2.2,-0.017452406,0.999847695,359,3.1,2,45
2022/2/18 18:57,18.8,2.1,0.46,0.17,1.4,19.5,21,16.7,8,8,82,1.4,2.27,0.069756474,0.99756405,4,1.6,1.7,44
2022/2/18 19:55,18.6,2.09,0.4,0.14,1.6,18.9,20.5,15.4,15,7,82,1.4,2.23,-0.190808995,0.981627183,349,2.1,1.7,39
2022/2/18 21:07,18.1,2.07,0.32,0.09,1.4,14.2,15.6,21.8,7,8,83,1.5,2.16,-0.207911691,0.978147601,348,1.8,1.9,37
2022/2/18 22:04,18.2,2.11,0.36,0.1,1.2,12.9,14.1,19.9,13,11,84,1.4,2.21,-0.104528463,0.994521895,354,0.8,0.9,35
2022/2/18 23:02,17.7,2.08,0.3,0.08,1.3,12.5,13.9,21.3,12,10,86,1.5,2.16,-0.469471563,0.882947593,332,2,1.7,34
2022/2/19 00:00,16.8,2.05,0.22,0.03,1.1,6.5,7.6,30.3,13,7,88,1.2,2.08,0.017452406,0.999847695,1,3.2,2.4,33
2022/2/19 00:57,17,2.05,0.22,0.03,1.8,6.3,8.1,30.5,9,7,87,1.4,2.08,0.104528463,0.994521895,6,2.1,2.1,32
2022/2/19 01:55,17.3,2.13,0.22,0.04,1.6,6.3,8,27,6,7,86,1.4,2.17,-0.173648178,0.984807753,350,0.8,1.1,31
2022/2/19 03:07,17.3,2.1,0.21,0.04,1.6,7.3,8.9,25.5,7,5,86,1.5,2.14,-0.390731128,0.920504853,337,2.3,1.3,28
2022/2/19 04:04,16.9,2.1,0.2,0.03,1.4,6.2,7.7,26.8,10,2,88,1.5,2.13,-0.258819045,0.965925826,345,1.7,1.3,24
2022/2/19 05:02,16.9,2.09,0.22,0.04,1.5,6.4,8,25.4,10,4,90,1.5,2.13,0.121869343,0.992546152,7,1.9,1.8,23
2022/2/19 06:00,17,2.11,0.25,0.06,1.7,8.6,10.3,22.3,5,6,90,1.4,2.17,0.121869343,0.992546152,7,2.1,1.6,23
2022/2/19 06:57,17.2,2.05,0.25,0.04,1.9,9.5,11.4,28.1,13,5,88,1.5,2.09,-0.052335956,0.998629535,357,3,2.4,24
2022/2/19 07:55,17.5,2.04,0.29,0.05,4.1,9.4,13.6,29.2,9,4,85,1.5,2.09,0.156434465,0.987688341,9,2.3,2.8,24
2022/2/19 09:07,18.4,2.05,0.31,0.07,4.8,11.8,16.6,27.2,8,4,82,1.5,2.12,0,1,0,2.7,2,24
2022/2/19 10:04,18.7,2.04,0.33,0.09,3.8,12,15.9,28.3,14,4,82,1.8,2.13,-0.190808995,0.981627183,349,1.8,1.8,24
2022/2/19 11:02,20.3,2.04,0.32,0.08,4.8,10.8,15.7,31.4,10,3,78,1.7,2.12,-0.052335956,0.998629535,357,1.8,1,24
2022/2/19 12:00,20.4,2.03,0.29,0.07,3.7,9.4,13.2,36.2,12,4,78,1.5,2.1,-0.35836795,0.933580426,339,2.6,2.1,25
2022/2/19 12:57,19.1,2.03,0.28,0.07,3,10.4,13.4,33,17,10,81,1.5,2.1,-0.069756474,0.99756405,356,3.8,3,26
2022/2/19 13:55,18.7,2.03,0.27,0.08,3.1,10.9,14.1,31.2,15,9,83,1.6,2.11,-0.104528463,0.994521895,354,2.2,2.5,27
2022/2/19 15:07,17.8,2.02,0.27,0.07,2.6,11.1,13.8,30.8,13,6,83,1.6,2.09,-0.052335956,0.998629535,357,3.8,3.1,28
2022/2/19 16:04,17.2,2.04,0.28,0.08,2.3,12.3,14.7,30,12,4,84,1.5,2.12,-0.052335956,0.998629535,357,3.7,2.8,28
2022/2/19 17:02,16.1,2.04,0.32,0.09,1.9,13.4,15.4,29.4,12,5,86,1.4,2.13,0.173648178,0.984807753,10,2.6,3.1,29
2022/2/19 18:00,16.2,2.09,0.35,0.09,1.7,14.8,16.6,26.1,10,6,84,1.4,2.18,-0.034899497,0.999390827,358,1.9,1.6,29
2022/2/19 18:57,16.1,2.08,0.32,0.08,1.5,13.7,15.3,27.1,7,6,83,1.7,2.16,-0.087155743,0.996194698,355,2.1,1.7,29
2022/2/19 19:55,15.6,2.05,0.28,0.05,1.7,10.6,12.4,30.4,9,4,84,1.6,2.1,-0.017452406,0.999847695,359,3.3,2.9,28
2022/2/19 21:07,15.3,2.05,0.28,0.06,1.6,9.5,11.1,31.4,13,4,84,1.7,2.11,0.087155743,0.996194698,5,3,2.6,27
2022/2/19 22:04,14.6,2.04,0.23,0.04,1.7,7.7,9.4,34.3,7,2,86,1.5,2.08,0.034899497,0.999390827,2,4.6,2.7,27
2022/2/19 23:02,13.8,2.04,0.22,0.02,1.8,5.9,7.7,37.5,4,3,87,1.5,2.06,0.173648178,0.984807753,10,4.2,3.5,27
2022/2/20 00:00,13.4,2.04,0.21,0.02,1.4,4.9,6.4,41,3,2,87,1.5,2.06,0.190808995,0.981627183,11,4.1,3.8,28
2022/2/20 00:57,13.2,2.04,0.2,0.02,1.3,3.8,5.2,41.8,2,0,87,1,2.06,0.173648178,0.984807753,10,2.8,2.6,30
2022/2/20 01:55,13,2.05,0.2,0.01,1.4,3.4,4.9,41.5,6,1,88,1,2.06,0,1,0,3.6,3,31
2022/2/20 03:07,12.8,2.05,0.2,0.01,1.4,3.4,4.8,41,4,3,87,1,2.06,0.156434465,0.987688341,9,2.5,2.7,32
2022/2/20 04:04,13,2.05,0.21,0.02,1.4,2.9,4.4,39.1,4,3,86,0.9,2.07,0.069756474,0.99756405,4,1.6,1.9,34
2022/2/20 05:02,12.8,2.06,0.25,0.03,1.2,3.4,4.7,37.7,5,3,86,1.1,2.09,0.241921896,0.970295726,14,2.3,2.1,35
2022/2/20 06:00,12.5,2.07,0.29,0.03,1.2,4.1,5.4,37.9,5,3,86,1.1,2.1,0.069756474,0.99756405,4,4.3,2.5,36
2022/2/20 06:57,12.2,2.09,0.33,0.04,1.4,5.5,7,38.3,6,6,85,1.3,2.13,0.190808995,0.981627183,11,3.9,4,36
2022/2/20 07:55,12.1,2.1,0.35,0.05,1.6,6.5,8.2,37,5,5,85,1.2,2.15,0.173648178,0.984807753,10,3.6,3.6,36
2022/2/20 09:07,12,2.09,0.33,0.04,2,7.7,9.8,36.2,5,3,84,1.2,2.13,0.173648178,0.984807753,10,4.2,3.2,36
2022/2/20 10:04,12,2.08,0.32,0.04,2.3,7.8,10.2,36,4,2,84,1.2,2.12,0.139173101,0.990268069,8,3.1,3,35
2022/2/20 11:02,11.9,2.06,0.31,0.05,2.5,8.2,10.7,35.9,6,4,84,1.3,2.11,0.069756474,0.99756405,4,3.9,3.3,34
2022/2/20 12:00,11.6,2.06,0.3,0.05,2.3,7.7,10,35.9,5,8,85,1.3,2.11,0.224951054,0.974370065,13,2.6,3.2,34
2022/2/20 12:57,11.6,2.07,0.31,0.05,2.4,8.8,11.3,32.9,6,7,86,1.1,2.12,0,1,0,3.2,2.4,33
2022/2/20 13:55,11.5,2.07,0.3,0.05,2.4,9.6,12,32.2,4,5,87,1.1,2.12,0.069756474,0.99756405,4,3.2,2,33
2022/2/20 15:07,11.4,2.07,0.31,0.05,2.2,10.3,12.6,31.4,3,3,88,1.1,2.12,0.087155743,0.996194698,5,2.9,2.7,32
2022/2/20 16:04,11.2,2.06,0.3,0.05,2,10.3,12.4,33,3,1,88,1.1,2.11,0.104528463,0.994521895,6,2.8,2.7,31
2022/2/20 17:02,11.2,2.06,0.3,0.06,1.8,10.7,12.5,31.7,4,0,88,1.1,2.12,0.104528463,0.994521895,6,2.2,2.2,31
2022/2/20 18:00,11.2,2.06,0.29,0.05,1.6,10.4,12.1,32.8,9,0,87,1.2,2.11,0.069756474,0.99756405,4,2.8,2.3,31
2022/2/20 18:57,11.2,2.07,0.29,0.06,1.6,10.7,12.4,31.4,5,1,88,1.1,2.13,0.156434465,0.987688341,9,1.2,1.5,31
2022/2/20 19:55,11.3,2.1,0.29,0.06,1.5,11.6,13.1,30.1,5,3,88,1.1,2.16,-0.325568154,0.945518576,341,1.6,1.3,30
2022/2/20 21:07,11.3,2.06,0.26,0.05,1.3,9.4,10.8,32.6,8,7,87,1.2,2.11,0.173648178,0.984807753,10,1,1.5,29
2022/2/20 22:04,11.3,2.1,0.27,0.05,1.5,9.8,11.3,31.1,8,6,87,1.2,2.15,-0.190808995,0.981627183,349,1.4,0.9,29
2022/2/20 23:02,11.3,2.09,0.27,0.06,1.5,9.1,10.6,30.3,6,4,88,1.2,2.15,0.573576436,0.819152044,35,0.9,0.8,29
2022/2/21 00:00,11.3,2.075,0.235,0.045,1.35,7.35,8.75,31.9,5,4,87,1.2,2.12,0.325568154,0.945518576,19,0.7,0.85,29
2022/2/21 00:57,11.3,2.06,0.2,0.03,1.2,5.6,6.9,33.5,5,5,87,1.2,2.09,0.069756474,0.99756405,4,0.5,0.9,29
2022/2/21 01:55,11.2,2.07,0.19,0.02,1.2,4.6,5.8,33.3,9,3,88,1.2,2.09,-0.406736643,0.913545458,336,1.7,1.2,29
2022/2/21 03:07,11.1,2.1,0.19,0.03,1,4.5,5.6,32.7,9,6,91,1.2,2.13,-0.68199836,0.731353702,317,1.4,0.6,29
2022/2/21 04:04,11.1,2.1,0.19,0.04,1,4.6,5.6,31.8,6,4,93,1.1,2.14,-0.258819045,0.965925826,345,0.7,0.8,29
2022/2/21 05:02,11.3,2.12,0.2,0.03,1.1,5.6,6.8,30.3,3,1,92,1.3,2.15,-0.139173101,0.990268069,352,1.2,0.6,30
2022/2/21 06:00,11.4,2.08,0.22,0.04,1.1,8.4,9.5,27.4,4,1,91,1.4,2.12,-0.258819045,0.965925826,345,1.8,1.2,29
2022/2/21 06:57,11.5,2.06,0.37,0.08,1.9,15.5,17.5,21.8,5,2,90,1.4,2.14,0.052335956,0.998629535,3,1.8,1.3,29
2022/2/21 07:55,12.1,2.1,0.54,0.17,3.7,21.5,25.3,15.6,10,6,88,1.2,2.27,-0.017452406,0.999847695,359,1.2,0.6,28
2022/2/21 09:07,12.5,2.09,0.44,0.14,4.9,21.9,26.8,16.5,7,7,86,1.2,2.23,-0.156434465,0.987688341,351,1.2,0.7,35
2022/2/21 10:04,13,2.07,0.37,0.13,5.4,19,24.4,19,7,7,85,1.2,2.2,0.241921896,0.970295726,14,0.4,0.5,35
2022/2/21 11:02,13.4,2.09,0.51,0.35,10,26.7,36.7,12.2,24,12,85,1.4,2.44,-0.913545458,0.406736643,294,1.3,0.2,32
2022/2/21 12:00,13.6,2.12,0.62,0.47,14.1,31.2,45.4,10,22,15,87,1.4,2.59,-0.559192903,-0.829037573,214,1.7,0.2,43
2022/2/21 12:57,13.6,2.12,0.57,0.46,17.1,34.8,52,8.7,30,21,88,1.6,2.58,-0.994521895,-0.104528463,264,1.8,1.1,51
2022/2/21 13:55,14,2.14,0.5,0.41,13.9,33.1,47.1,9.5,27,21,88,1.7,2.55,-0.99756405,-0.069756474,266,0.4,0.8,53
2022/2/21 15:07,14.3,2.1,0.43,0.31,8.9,27.4,36.3,9.6,21,15,88,1.4,2.41,-0.35836795,0.933580426,339,0.5,0.6,52
2022/2/21 16:04,14.4,2.13,0.47,0.28,7.7,28.6,36.3,6,20,13,89,1.3,2.41,0.139173101,0.990268069,8,0.4,0.5,45
2022/2/21 17:02,14.5,2.21,0.71,0.4,18.5,34.2,52.8,1.1,23,14,91,1.4,2.61,-0.731353702,0.68199836,313,1.6,0.4,47
2022/2/21 18:00,14.4,2.16,0.75,0.49,22,34.6,56.6,0.1,20,15,92,1.5,2.65,-0.615661475,0.788010754,322,0.6,0.4,53
2022/2/21 18:57,14.3,2.15,0.63,0.35,11,32.1,43.2,1.5,18,13,93,1.3,2.5,-0.848048096,0.529919264,302,0.4,0.5,53
2022/2/21 19:55,14.3,2.17,0.47,0.21,2.7,27.1,29.8,4.4,10,10,92,1.1,2.38,-0.544639035,0.838670568,327,0.4,0.2,52
2022/2/21 21:07,14.4,2.18,0.52,0.27,5.2,28.7,34,1.2,19,13,93,1.3,2.45,-0.999390827,0.034899497,272,0.4,0.7,45
2022/2/21 22:04,14.4,2.2,0.5,0.25,4.7,28.7,33.5,2,14,11,93,1.2,2.45,0.224951054,0.974370065,13,0.6,0.2,47
2022/2/21 23:02,14.5,2.23,0.53,0.28,5,28.6,33.6,0.9,14,13,94,1.2,2.51,-0.994521895,-0.104528463,264,0.4,0.1,47
2022/2/22 00:00,14.4,2.23,0.48,0.29,3.3,27.4,30.8,2.2,12,13,94,0.8,2.52,0.422618262,-0.906307787,155,0.7,0.1,47
