time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RH,SO2,THC,WD_HR(SIN),WD_HR(COS),WD_HR,WIND_SPEED,WS_HR,aqi
2022/1/1 00:00,15.4,2.24,0.44,0.17,1.5,21.7,23.3,6.8,41,27,78,2.1,2.41,-0.999847695,-0.017452406,269,1.9,1.4,54
2022/1/1 00:57,15.1,2.29,0.45,0.17,1.9,21.2,23.2,7.1,45,31,80,2.1,2.46,-0.992546152,0.121869343,277,1.1,1,60
2022/1/1 01:55,15.8,2.22,0.45,0.14,1.7,21.7,23.5,9.3,41,28,78,2,2.36,0.190808995,0.981627183,11,1.1,0.3,67
2022/1/1 03:07,15.5,2.85,0.47,0.19,2,21.3,23.3,5.4,42,31,79,1.8,3.04,0.573576436,-0.819152044,145,0.9,0.4,71
2022/1/1 04:04,15.3,2.47,0.49,0.23,2.9,22.7,25.6,1.5,47,35,81,1.8,2.7,-0.342020143,-0.939692621,200,1.1,0.4,75
2022/1/1 05:02,15,2.38,0.45,0.2,2.7,21.4,24.1,2,41,32,83,1.6,2.58,-0.999390827,-0.034899497,268,0.4,0.6,79
2022/1/1 06:00,16,2.33,0.41,0.16,2.1,20.7,22.9,7,29,22,79,1.8,2.49,0.156434465,0.987688341,9,1.3,0.7,81
2022/1/1 06:57,16.5,2.23,0.44,0.15,3.5,18.8,22.4,9.9,26,18,78,2.1,2.38,0.529919264,0.848048096,32,1.5,1.1,79
2022/1/1 07:55,17.5,2.19,0.47,0.15,5.6,15.5,21.1,13.7,38,22,75,1.6,2.34,0.64278761,0.766044443,40,1.7,1.2,75
2022/1/1 09:07,18.8,2.14,0.38,0.11,4.5,13.7,18.2,24.9,26,14,66,1.4,2.25,0.258819045,0.965925826,15,2.9,1.7,72
2022/1/1 10:04,20.2,2.1,0.29,0.06,2.8,9,11.8,35.6,14,12,56,1.4,2.16,0.241921896,0.970295726,14,2.5,2.3,67
2022/1/1 11:02,21.7,2.08,0.26,0.04,2.6,7.1,9.8,40.7,19,11,44,1.3,2.12,0.139173101,0.990268069,8,3.1,2.8,63
2022/1/1 12:00,22.6,2.07,0.25,0.04,2.1,5.7,7.9,42.9,20,11,37,1.4,2.11,0.292371705,0.956304756,17,3.2,2.9,60
2022/1/1 12:57,23.4,2.07,0.25,0.05,2.2,6.5,8.8,41.7,8,8,34,1.3,2.12,0.087155743,0.996194698,5,2.4,2.3,55
2022/1/1 13:55,24.2,2.07,0.25,0.07,2.1,6.7,8.9,41.7,9,4,31,1.3,2.14,0.087155743,0.996194698,5,2.6,2,50
2022/1/1 15:07,24.3,2.07,0.25,0.05,2,6.8,8.9,38.7,13,2,30,1.3,2.12,-0.224951054,0.974370065,347,2.6,2.2,44
2022/1/1 16:04,23.5,2.09,0.29,0.06,2,8.6,10.7,38.2,20,7,38,1.5,2.15,-0.258819045,0.965925826,345,2,2.2,36
2022/1/1 17:02,22,2.14,0.45,0.15,1.6,16.9,18.6,28.1,33,18,52,1.7,2.29,-0.173648178,0.984807753,350,1.6,1.4,35
2022/1/1 18:00,19.7,2.15,0.39,0.13,1.5,18,19.5,26,39,23,72,1.7,2.28,-0.258819045,0.965925826,345,2.4,2,35
2022/1/1 18:57,18.3,2.13,0.32,0.09,1.4,13.8,15.3,24.7,30,19,81,1.7,2.22,0.017452406,0.999847695,1,2.7,2.1,41
2022/1/1 19:55,17.8,2.14,0.33,0.1,1.4,14.2,15.7,20.2,29,15,82,1.6,2.24,0.258819045,0.965925826,15,0.4,1,47
2022/1/1 21:07,17.7,2.28,0.42,0.14,1.6,19.8,21.4,11.7,28,23,81,1.6,2.42,-0.961261696,0.275637356,286,1.2,0.6,50
2022/1/1 22:04,16.9,2.49,0.55,0.26,3.7,21.8,25.6,4.9,32,20,82,1.5,2.75,0.857167301,-0.515038075,121,0.6,0.6,53
2022/1/1 23:02,16.7,2.31,0.48,0.26,2.9,19.6,22.6,6,26,19,82,1.5,2.57,0.75470958,0.656059029,49,1.4,0.5,53
2022/1/2 00:00,16.1,2.48,0.56,0.36,3.7,18.9,22.6,1.5,33,20,83,1.3,2.84,0.707106781,-0.707106781,135,1.1,1.2,54
2022/1/2 00:57,15.4,2.28,0.45,0.2,3.2,18.4,21.6,0.9,31,25,87,1.3,2.48,-0.920504853,-0.390731128,247,0.7,0.3,56
2022/1/2 01:55,15,2.44,0.45,0.14,3.5,17,20.6,0.9,32,18,88,1.2,2.58,-0.992546152,0.121869343,277,0.5,0.8,59
2022/1/2 03:07,15.1,2.41,0.42,0.29,3.1,15.2,18.3,1.6,28,21,84,1.5,2.7,0.838670568,-0.544639035,123,1,0.9,59
2022/1/2 04:04,14.8,2.58,0.4,0.36,3.7,13.8,17.5,1.3,22,15,84,1.5,2.94,0.857167301,-0.515038075,121,1.2,1.1,62
2022/1/2 05:02,14.5,2.63,0.42,0.28,3.8,12.7,16.5,1.3,31,25,85,1.5,2.91,0.68199836,-0.731353702,137,0.4,1,61
2022/1/2 06:00,14.2,2.55,0.47,0.25,7.3,12.5,19.9,0.7,25,22,87,1.4,2.8,0.292371705,-0.956304756,163,0.4,0.2,62
2022/1/2 06:57,14.5,2.51,0.59,0.34,15.3,12.4,27.8,2.6,30,25,85,1.4,2.85,0.64278761,-0.766044443,140,0.9,0.3,63
2022/1/2 07:55,16.5,2.37,0.53,0.27,10.1,13.6,23.8,10,19,16,76,1.6,2.64,0.920504853,-0.390731128,113,0.5,0.5,65
2022/1/2 09:07,18.7,2.35,0.64,0.27,9.1,18.5,27.7,20.8,25,22,66,1.6,2.62,-0.838670568,-0.544639035,237,0.8,0.8,65
2022/1/2 10:04,21.7,2.15,0.35,0.1,4.7,12.2,16.9,32.7,29,11,51,1.6,2.25,-0.587785252,0.809016994,324,2.1,0.7,64
2022/1/2 11:02,23.2,2.08,0.24,0.02,2.4,5.7,8.1,38.5,11,12,44,1.5,2.1,-0.4539905,0.891006524,333,3.2,2.1,60
2022/1/2 12:00,23.9,2.08,0.24,0.03,1.6,5.3,6.9,44.3,17,6,45,1.7,2.11,-0.292371705,0.956304756,343,3.1,2.3,55
2022/1/2 12:57,24.2,2.09,0.24,0.02,1.4,5.4,6.9,47.7,17,8,47,1.8,2.11,-0.309016994,0.951056516,342,3.2,2.4,50
2022/1/2 13:55,24.3,2.09,0.25,0.03,1.3,6,7.4,49.3,15,8,47,1.6,2.12,-0.275637356,0.961261696,344,3.3,2.8,42
2022/1/2 15:07,23.7,2.1,0.27,0.04,1.6,7.7,9.4,48.3,27,12,49,1.7,2.14,-0.342020143,0.939692621,340,3.1,2.5,40
2022/1/2 16:04,22.3,2.12,0.32,0.06,1.8,10.8,12.7,41.9,38,17,56,1.8,2.18,-0.406736643,0.913545458,336,2.7,2.3,38
2022/1/2 17:02,20.8,2.15,0.38,0.09,1,12.8,13.9,34.1,34,17,61,1.9,2.24,-0.4539905,0.891006524,333,1.9,1.5,43
2022/1/2 18:00,19.6,2.16,0.41,0.11,0.9,15.9,16.8,26.9,30,21,65,1.9,2.27,-0.275637356,0.961261696,344,1.8,1.4,45
2022/1/2 18:57,18.7,2.16,0.4,0.09,1,15.3,16.3,24.7,27,16,69,2,2.25,0.052335956,0.998629535,3,1.8,1.4,51
2022/1/2 19:55,18.1,2.19,0.4,0.08,0.8,16.9,17.7,21.3,20,18,72,2,2.27,-0.325568154,0.945518576,341,1.4,1.2,51
2022/1/2 21:07,17.8,2.22,0.41,0.1,0.8,17.5,18.4,18.2,27,18,74,1.7,2.32,-0.052335956,0.998629535,357,1.3,1,52
2022/1/2 22:04,17.4,2.27,0.5,0.18,1.8,22,23.8,9.1,23,19,77,1.6,2.45,0.79863551,-0.601815023,127,0.7,0.4,52
2022/1/2 23:02,16.5,2.3,0.53,0.16,3.1,24.4,27.6,2.8,30,21,82,1.6,2.46,-0.469471563,-0.882947593,208,1.4,0.6,52
2022/1/3 00:00,16.2,2.26,0.51,0.14,2.4,24.1,26.6,3.4,34,17,83,1.6,2.4,0.64278761,-0.766044443,140,0.7,1.1,55
2022/1/3 00:57,16.3,2.33,0.38,0.12,2.1,16.1,18.3,10.5,24,20,82,1.3,2.45,-0.104528463,0.994521895,354,1.9,0.5,55
2022/1/3 01:55,16.3,2.19,0.28,0.06,1.4,9.6,11.1,21.9,18,15,82,1.5,2.25,0,1,0,1.1,1.2,57
2022/1/3 03:07,15.9,2.27,0.35,0.12,1.4,11.6,13,11.3,24,20,84,1.5,2.39,0.75470958,-0.656059029,131,1.2,0.9,57
2022/1/3 04:04,15.4,2.32,0.42,0.16,2.1,14.8,17,4.8,28,18,85,1.4,2.48,0.615661475,-0.788010754,142,1.5,1.2,57
2022/1/3 05:02,15.1,2.44,0.49,0.21,6.2,15.5,21.8,1.6,26,25,86,1.4,2.65,-0.939692621,-0.342020143,250,0.6,0.3,58
2022/1/3 06:00,14.7,2.44,0.6,0.25,18.5,14.5,33.1,0.2,29,29,87,1.4,2.69,-0.99756405,-0.069756474,266,1,0.9,60
2022/1/3 06:57,14.8,2.53,0.91,0.3,40.2,18.1,58.3,1.5,45,31,88,1.8,2.83,-0.978147601,-0.207911691,258,0.4,0.7,65
2022/1/3 07:55,16.5,2.52,1.12,0.41,42.3,26.9,69.3,3.8,64,47,83,2.6,2.93,-0.809016994,-0.587785252,234,0.7,0.7,70
2022/1/3 09:07,19.3,2.3,0.86,0.29,37.3,31.2,68.6,11.8,54,32,69,2.6,2.59,-0.999390827,0.034899497,272,1.2,0.2,82
2022/1/3 10:04,21.9,2.16,0.46,0.18,21.3,23.1,44.5,22.4,45,19,55,2.1,2.34,-0.68199836,0.731353702,317,2,1.4,86
2022/1/3 11:02,23.2,2.13,0.36,0.14,5.2,13.9,19.1,39.4,36,18,48,2,2.27,-0.275637356,0.961261696,344,3,2.2,83
2022/1/3 12:00,24,2.12,0.32,0.1,3,9.4,12.4,48.3,25,11,43,1.5,2.22,-0.207911691,0.978147601,348,3.1,2.5,78
2022/1/3 12:57,24.4,2.11,0.31,0.06,2.4,8.2,10.6,54.3,34,16,42,1.6,2.17,-0.292371705,0.956304756,343,3.4,2.5,67
2022/1/3 13:55,24.7,2.13,0.35,0.09,2.5,10,12.5,60.6,44,24,43,1.8,2.22,-0.438371147,0.898794046,334,2.6,2.4,61
2022/1/3 15:07,24.3,2.16,0.42,0.15,2.7,13.8,16.5,62.8,54,22,49,1.9,2.31,-0.390731128,0.920504853,337,3.2,2.2,64
2022/1/3 16:04,22.5,2.17,0.43,0.16,1.9,14.2,16.1,60.7,53,28,58,2.1,2.33,-0.241921896,0.970295726,346,2.6,2.5,65
2022/1/3 17:02,21.2,2.2,0.55,0.23,1.5,19.1,20.7,45.8,54,30,64,2,2.43,-0.241921896,0.970295726,346,1.1,1.3,71
2022/1/3 18:00,20.3,2.24,0.7,0.27,1.5,27,28.5,31.9,56,33,68,2.2,2.51,-0.469471563,0.882947593,332,1.1,1.1,76
2022/1/3 18:57,19.6,2.27,0.67,0.27,1.5,29,30.5,26.1,56,33,72,2.3,2.54,-0.121869343,0.992546152,353,1.5,1.1,79
2022/1/3 19:55,19,2.26,0.64,0.27,1.6,28.2,29.9,20.9,57,38,74,2.3,2.53,-0.156434465,0.987688341,351,1,1.1,83
2022/1/3 21:07,18.5,2.34,0.82,0.51,3.2,36.1,39.4,6.5,56,42,77,2.2,2.85,0.615661475,-0.788010754,142,0.6,0.3,85
2022/1/3 22:04,17.6,2.35,0.78,0.47,5.4,35,40.4,2.9,61,42,82,1.8,2.82,-0.882947593,-0.469471563,242,0.9,0.8,90
2022/1/3 23:02,17.1,2.44,0.69,0.34,3.9,30.6,34.6,3.4,65,45,84,1.9,2.78,-0.069756474,-0.99756405,184,0.9,0.3,95
2022/1/4 00:00,16.8,2.44,0.7,0.4,3.1,30.7,33.8,2.1,67,40,85,1.7,2.84,-0.309016994,-0.951056516,198,0.9,0.2,102
2022/1/4 00:57,16.7,2.54,0.71,0.61,5.2,24.8,30.1,1.1,55,40,84,2.1,3.15,0.601815023,-0.79863551,143,0.5,0.3,106
2022/1/4 01:55,15.8,2.5,0.71,0.45,7,22.2,29.3,0.1,56,36,87,1.6,2.95,-0.406736643,-0.913545458,204,1.5,0.6,108
2022/1/4 03:07,15.7,2.44,0.63,0.4,4.1,19.6,23.7,1.3,49,41,87,1.5,2.84,0.777145961,-0.629320391,129,0.4,0.5,107
2022/1/4 04:04,15.7,2.57,0.63,0.5,3.2,19.2,22.5,1.2,54,38,87,1.6,3.07,0.838670568,-0.544639035,123,0.9,0.7,108
2022/1/4 05:02,15.3,2.61,0.67,0.51,9.5,16.6,26.2,0.9,45,33,87,1.6,3.12,-0.945518576,-0.325568154,251,0.4,0.4,109
2022/1/4 06:00,14.6,2.72,0.9,0.52,26.2,16.3,42.5,0.2,51,39,89,1.6,3.24,-0.898794046,-0.438371147,244,0.5,0.5,107
2022/1/4 06:57,15.3,2.67,1.19,0.69,48,19.3,67.4,1,62,51,86,2.1,3.36,-0.104528463,-0.994521895,186,0.8,0.4,108
2022/1/4 07:55,16.5,2.58,1.28,0.72,71.1,29.7,100.9,2.5,80,59,83,2.5,3.3,-0.974370065,-0.224951054,257,0.7,0.8,113
2022/1/4 09:07,18.7,2.44,1.11,0.53,32.9,39.6,72.6,11.8,50,37,72,2.5,2.97,-0.777145961,-0.629320391,231,1,0.4,123
2022/1/4 10:04,20.9,2.23,0.78,0.34,16.2,31.6,47.9,22.7,43,26,61,2.5,2.57,-0.990268069,0.139173101,278,1.5,0.3,123
2022/1/4 11:02,22.8,2.13,0.46,0.22,8.9,20.8,29.8,35.1,24,19,52,2.3,2.35,-0.7193398,0.69465837,314,1.8,0.8,117
2022/1/4 12:00,24.2,2.11,0.36,0.18,3.7,14.9,18.6,46.9,24,9,48,1.7,2.29,-0.656059029,0.75470958,319,2.5,1.3,104
2022/1/4 12:57,25.1,2.12,0.34,0.12,7.3,18.4,25.8,46.8,33,19,50,1.8,2.24,-0.788010754,0.615661475,308,1.9,2,85
2022/1/4 13:55,25.3,2.1,0.32,0.13,3.7,16,19.8,53.2,32,16,52,1.9,2.23,-0.559192903,0.829037573,326,1.8,1.8,77
2022/1/4 15:07,24.7,2.11,0.33,0.14,4.8,19.2,24,49.1,42,18,58,2,2.25,-0.559192903,0.829037573,326,1.8,2,72
2022/1/4 16:04,23.7,2.13,0.43,0.22,12.2,31.6,43.8,31.5,54,24,64,2.1,2.35,-0.766044443,0.64278761,310,1.7,1.6,69
2022/1/4 17:02,22.6,2.16,0.56,0.31,1.6,29,30.7,27.3,43,20,69,2.2,2.47,-0.64278761,0.766044443,320,1.4,1.1,72
2022/1/4 18:00,21.5,2.19,0.68,0.42,3.2,33.5,36.7,16,47,19,75,2.2,2.61,0.309016994,0.951056516,18,1,0.3,71
2022/1/4 18:57,20.2,2.25,0.76,0.58,12.6,42.2,54.9,2.3,80,34,81,2.4,2.83,-0.64278761,-0.766044443,220,1,0.4,70
2022/1/4 19:55,19.5,2.24,0.65,0.42,6.4,38.9,45.4,2,69,24,84,2.2,2.66,-0.707106781,-0.707106781,225,1,0.6,73
2022/1/4 21:07,18.7,2.28,0.72,0.53,9.9,37.1,47,0.2,62,28,86,2.3,2.81,-0.970295726,-0.241921896,256,0.4,0.8,70
2022/1/4 22:04,18.7,2.4,0.77,0.67,11.6,35.4,47.1,0,57,28,86,2.3,3.07,0.669130606,-0.743144825,138,0.8,0.4,71
2022/1/4 23:02,18.6,2.46,0.74,0.56,12.4,28.8,41.2,0.2,57,27,85,2.2,3.02,-0.4539905,-0.891006524,207,0.9,0.3,74
2022/1/5 00:00,17.6,2.43,0.57,0.38,11.8,25.8,37.6,0,48,25,88,2,2.81,-0.974370065,-0.224951054,257,0.6,0.5,73
2022/1/5 00:57,17.6,2.43,0.51,0.33,5.5,23.9,29.5,0.1,43,23,88,1.4,2.76,-0.984807753,0.173648178,280,0.9,0.5,75
2022/1/5 01:55,17.5,2.5,0.55,0.48,6.8,23.3,30.2,0.2,41,25,88,1.6,2.98,0.788010754,-0.615661475,128,1,0.6,74
2022/1/5 03:07,17.1,2.6,0.52,0.49,8.8,18.5,27.4,0.4,40,28,88,1.5,3.09,-0.994521895,-0.104528463,264,1.3,0.9,74
2022/1/5 04:04,17,2.64,0.52,0.45,10.6,19.5,30.1,0.6,39,24,90,1.5,3.09,0.406736643,-0.913545458,156,1.4,0.4,75
2022/1/5 05:02,17.1,2.72,0.58,0.55,15.9,18.1,34,0.8,42,28,88,1.5,3.27,-0.927183855,-0.374606593,248,1,0.6,75
2022/1/5 06:00,16.7,2.57,0.65,0.49,25.3,16.6,42,1,49,30,90,1.6,3.06,-0.35836795,-0.933580426,201,0.6,0.3,77
2022/1/5 06:57,17,2.44,0.83,0.49,27.9,16.7,44.6,1.3,35,23,87,1.6,2.93,-0.777145961,-0.629320391,231,0.9,0.3,80
2022/1/5 07:55,17.8,2.52,1.11,0.58,65.5,25.8,91.3,1.7,67,38,86,3,3.1,-0.913545458,-0.406736643,246,0.5,0.3,77
2022/1/5 09:07,19.3,2.66,1.23,0.69,47.1,36.3,83.5,4.2,63,39,81,2.5,3.35,-0.891006524,0.4539905,297,0.8,0.3,83
2022/1/5 10:04,20.5,2.44,0.97,0.56,36.2,38.3,74.6,7.3,68,34,76,2.4,3,-0.945518576,0.325568154,289,1.8,1.1,87
2022/1/5 11:02,21.5,2.22,0.71,0.43,25.3,40.3,65.7,13.4,62,29,68,2.3,2.65,-0.7193398,0.69465837,314,1.4,0.8,88
2022/1/5 12:00,22.1,2.17,0.45,0.26,7.6,23.2,30.8,24.1,56,26,72,2.1,2.43,0.052335956,0.998629535,3,1.3,1,91
2022/1/5 12:57,23.1,2.16,0.49,0.27,5.5,23,28.6,30.5,51,28,69,1.9,2.43,0.309016994,0.951056516,18,1.7,0.7,86
2022/1/5 13:55,23.7,2.17,0.53,0.3,14.4,31.1,45.5,28.7,64,38,68,2.1,2.47,-0.777145961,0.629320391,309,2.1,2,82
2022/1/5 15:07,22.7,2.15,0.39,0.24,3.2,21.8,25,28.9,52,34,72,1.7,2.39,-0.121869343,0.992546152,353,1.8,1.8,87
2022/1/5 16:04,22,2.17,0.44,0.24,2.5,22.9,25.5,25.6,49,28,72,1.4,2.41,-0.156434465,0.987688341,351,1.8,1.3,89
2022/1/5 17:02,21.4,2.18,0.53,0.27,1.9,25.9,27.8,18.8,48,31,75,1.5,2.45,-0.406736643,0.913545458,336,2.2,1.9,90
2022/1/5 18:00,20.8,2.19,0.61,0.23,1.6,27.5,29.1,15.1,44,31,76,1.7,2.42,-0.034899497,0.999390827,358,2.5,1.8,92
2022/1/5 18:57,21,2.19,0.6,0.23,1.5,26.3,27.8,17.4,41,32,72,2,2.42,0.069756474,0.99756405,4,1.9,1.5,89
2022/1/5 19:55,21.5,2.15,0.45,0.16,1.5,18.3,19.8,26.1,17,14,65,1.5,2.31,0.587785252,0.809016994,36,0.9,1.1,90
2022/1/5 21:07,21.4,2.18,0.53,0.19,1.9,19.6,21.5,20.7,16,13,64,1.4,2.37,0.656059029,0.75470958,41,1.6,0.8,83
2022/1/5 22:04,21.2,2.15,0.43,0.15,1.5,16.6,18.1,22.5,9,8,64,1.4,2.3,0.838670568,0.544639035,57,0.8,1,74
2022/1/5 23:02,20.2,2.36,0.61,0.38,3.9,23.4,27.4,10.6,21,12,70,1.4,2.74,-0.945518576,-0.325568154,251,1.2,0.5,65
2022/1/6 00:00,18.8,2.48,0.58,0.39,8.5,22.8,31.3,3.2,33,25,81,1.5,2.87,0.406736643,-0.913545458,156,1.4,0.5,57
2022/1/6 00:57,18.4,2.41,0.54,0.39,4.3,21,25.4,1.2,50,43,83,1.2,2.8,-0.838670568,-0.544639035,237,1.3,0.3,61
2022/1/6 01:55,18,2.51,0.57,0.37,5.9,20.4,26.4,0,41,29,86,1,2.88,-0.933580426,-0.35836795,249,0.4,0.4,71
2022/1/6 03:07,17.9,2.58,0.45,0.37,5.3,17.8,23.1,2.3,37,19,84,1.2,2.95,0.788010754,-0.615661475,128,0.7,1.1,77
2022/1/6 04:04,17.6,2.54,0.4,0.37,3.1,14.7,17.9,3.5,28,25,84,1.2,2.91,0.573576436,-0.819152044,145,1.2,0.4,78
2022/1/6 05:02,17.6,2.54,0.4,0.35,4.3,16,20.3,2.5,33,29,84,1.4,2.89,0.857167301,-0.515038075,121,1.3,0.8,77
2022/1/6 06:00,17.5,2.84,0.62,0.49,17.4,17.2,34.6,0.8,28,20,84,1.1,3.33,0.707106781,-0.707106781,135,0.6,0.5,73
2022/1/6 06:57,18.3,2.42,0.68,0.35,19.3,17.6,36.9,12,25,20,82,1.3,2.77,-0.034899497,0.999390827,358,2.8,1.1,69
2022/1/6 07:55,19.5,2.15,0.51,0.15,4.8,15,19.8,22.4,28,19,73,1.1,2.3,0.121869343,0.992546152,7,2.8,2,68
2022/1/6 09:07,20.4,2.15,0.41,0.15,5,13.7,18.8,25.6,32,19,65,1.1,2.3,-0.241921896,0.970295726,346,3,2.2,67
2022/1/6 10:04,20.8,2.14,0.38,0.13,4,11.3,15.4,30.6,33,13,60,1,2.27,-2.4503E-16,1,360,2.1,2.4,64
2022/1/6 11:02,21.8,2.13,0.36,0.11,3.6,10.3,14,36.3,32,14,56,1,2.24,-0.325568154,0.945518576,341,3.4,2.4,63
2022/1/6 12:00,22.1,2.12,0.35,0.1,3.3,10.1,13.4,39.5,27,10,53,1.2,2.22,-0.087155743,0.996194698,355,4.1,2.7,61
2022/1/6 12:57,22.2,2.11,0.3,0.06,2.8,8.6,11.5,41,31,10,53,1,2.17,-0.190808995,0.981627183,349,2.4,2.9,57
2022/1/6 13:55,21.4,2.11,0.34,0.11,7.2,16.7,23.9,29.7,41,11,59,1,2.22,-0.656059029,0.75470958,319,3,2.6,50
2022/1/6 15:07,19.8,2.11,0.32,0.12,3.3,14.2,17.5,27.6,20,12,70,1.1,2.23,-0.35836795,0.933580426,339,4.4,2.5,46
2022/1/6 16:04,18.1,2.11,0.33,0.13,2.2,15.3,17.6,23.7,14,10,82,0.9,2.24,0,1,0,3.3,2.9,44
2022/1/6 17:02,18.1,2.13,0.44,0.18,2.3,20.7,23,17,12,9,82,0.9,2.31,0.325568154,0.945518576,19,2.4,2.5,43
2022/1/6 18:00,17.9,2.13,0.44,0.16,1.9,20.2,22.2,18.2,15,8,82,0.9,2.29,-0.034899497,0.999390827,358,3.2,2.2,40
2022/1/6 18:57,17.3,2.12875,0.37,0.156875,1.6,15.9,17.5,23.1,14,8,82,0.9,2.285625,0.069756474,0.99756405,4,2.8,2.4,37
2022/1/6 19:55,17,2.1275,0.32,0.15375,1.4,12.8,14.2,26.2,14,9,83,1,2.28125,-0.342020143,0.939692621,340,2.4,2,33
2022/1/6 21:07,16.3,2.12625,0.32,0.150625,1.5,12.2,13.8,25.5,11,8,86,0.9,2.276875,0.438371147,0.898794046,26,1.2,1.7,31
2022/1/6 22:04,16.4,2.125,0.29,0.1475,1.2,11.7,13,25.4,9,4,85,0.9,2.2725,-0.64278761,0.766044443,320,1,1.2,30
2022/1/6 23:02,16.1,2.12375,0.27,0.144375,1.3,10.3,11.6,24.9,9,3,87,0.9,2.268125,-0.069756474,0.99756405,356,1.9,1.1,27
2022/1/7 00:00,16.1,2.1225,0.27,0.14125,1.2,11.1,12.3,22.4,8,4,87,1.1,2.26375,-0.374606593,0.927183855,338,0.8,0.8,23
2022/1/7 00:57,16,2.12125,0.23,0.138125,1.7,9.9,11.6,22.2,8,5,88,1.2,2.259375,-0.438371147,0.898794046,334,1.9,1,20
2022/1/7 01:55,15.8,2.12,0.2,0.135,1.4,8.5,9.9,24.9,7,3,87,1.3,2.255,-0.515038075,0.857167301,329,2.1,1.6,21
2022/1/7 03:07,15.7,2.11875,0.19,0.131875,1.2,6.7,8,26.9,6,5,88,1.3,2.250625,0.241921896,0.970295726,14,0.9,1.4,22
2022/1/7 04:04,16,2.1175,0.23,0.12875,1.3,6,7.3,23.9,6,5,88,1.2,2.24625,0.629320391,0.777145961,39,1.3,1,22
2022/1/7 05:02,15.9,2.11625,0.22,0.125625,1.5,6.9,8.4,22.4,6,4,87,1.2,2.241875,-0.7193398,0.69465837,314,1.9,1.1,22
2022/1/7 06:00,15.9,2.115,0.25,0.1225,1.6,9,10.6,20.7,9,2,86,1.2,2.2375,-0.190808995,0.981627183,349,2.8,1.2,22
2022/1/7 06:57,15.9,2.11375,0.42,0.119375,2.6,14.1,16.7,18.5,8,1,86,1.3,2.233125,0.422618262,0.906307787,25,2,1.1,21
2022/1/7 07:55,16.5,2.1125,0.57,0.11625,9.8,21.5,31.3,12.5,8,6,85,1.2,2.22875,-0.4539905,0.891006524,333,2.3,1.3,23
2022/1/7 09:07,16.9,2.11125,0.36,0.113125,14.6,17.5,32.1,20,10,8,81,1.4,2.224375,0.017452406,0.999847695,1,2.7,2,35
2022/1/7 10:04,18.1,2.11,0.33,0.11,7,14.8,21.8,23.6,12,6,78,1.6,2.22,-0.139173101,0.990268069,352,2.2,1.9,28
2022/1/7 11:02,18.8,2.08,0.29,0.13,9.6,15.7,25.3,23.4,17,8,75,1.5,2.21,-0.422618262,0.906307787,335,2.5,2,23
2022/1/7 12:00,19.5,2.07,0.27,0.13,4,11.3,15.4,29.5,14,9,69,1.4,2.2,0.139173101,0.990268069,8,2.4,2.1,25
2022/1/7 12:57,20.3,2.06,0.23,0.05,3.7,8.2,12,33.2,12,7,66,1.3,2.11,-0.069756474,0.99756405,356,3.2,2.4,21
2022/1/7 13:55,20.3,2.06,0.21,0.06,3.3,8.7,12,34.6,21,6,63,1.4,2.12,-0.207911691,0.978147601,348,3.8,2.7,21
2022/1/7 15:07,20.4,2.06,0.24,0.08,2.7,8.7,11.4,36.5,14,9,61,1.6,2.14,0.087155743,0.996194698,5,2.6,2.8,22
2022/1/7 16:04,20.2,2.07,0.3,0.12,2.5,12.4,14.9,28.1,20,10,63,1.4,2.19,-0.104528463,0.994521895,354,2.4,2.1,24
2022/1/7 17:02,19.2,2.11,0.39,0.16,2,17.3,19.3,21.4,26,11,67,1.5,2.27,-0.207911691,0.978147601,348,1.7,1.6,26
2022/1/7 18:00,18.5,2.12,0.44,0.16,1.8,19.9,21.7,18.5,25,14,70,1.4,2.28,-0.087155743,0.996194698,355,2.9,2,28
2022/1/7 18:57,18,2.13,0.43,0.15,1.8,19.5,21.4,17.3,21,14,72,1.5,2.28,0.104528463,0.994521895,6,2.7,2,32
2022/1/7 19:55,17.3,2.11,0.36,0.12,1.6,16.7,18.4,19.4,22,11,74,1.5,2.23,0,1,0,2.8,2.1,34
2022/1/7 21:07,16.8,2.09,0.31,0.08,1.5,13.4,14.9,25,21,8,74,1.8,2.17,-0.052335956,0.998629535,357,2.8,2.4,35
2022/1/7 22:04,16.7,2.11,0.28,0.05,1.3,9,10.4,27.7,19,8,74,1.4,2.16,0.034899497,0.999390827,2,2,1.9,34
2022/1/7 23:02,16.7,2.14,0.28,0.05,1.3,8.9,10.2,26.4,21,7,74,1.3,2.19,-0.4539905,0.891006524,333,1.5,1.2,32
2022/1/8 00:00,16.4,2.1,0.25,0.04,1.3,8.3,9.6,28.7,19,13,76,1.5,2.14,0.104528463,0.994521895,6,2,1.9,29
2022/1/8 00:57,16.2,2.14,0.27,0.06,1.4,8.1,9.6,24.1,16,14,81,1.5,2.2,0.69465837,0.7193398,44,1.1,0.9,31
2022/1/8 01:55,16.1,2.23,0.28,0.09,1.3,9.3,10.7,18.8,20,9,85,1.3,2.32,0.241921896,0.970295726,14,1.7,0.6,34
2022/1/8 03:07,15.7,2.18,0.22,0.04,1.2,8.4,9.7,21.4,17,12,85,1.3,2.22,-0.173648178,0.984807753,350,1.5,1.2,35
