time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi
44562.0,15.4,2.24,0.44,0.17,1.5,21.7,23.3,6.8,41,27,0,78,2.1,2.41,269,278,1.9,1.4,54.0
44562.04,15.1,2.29,0.45,0.17,1.9,21.2,23.2,7.1,45,31,0,80,2.1,2.46,277,318,1.1,1,60.0
44562.08,15.8,2.22,0.45,0.14,1.7,21.7,23.5,9.3,41,28,0,78,2,2.36,11,112,1.1,0.3,67.0
44562.13,15.5,2.85,0.47,0.19,2,21.3,23.3,5.4,42,31,0,79,1.8,3.04,145,226,0.9,0.4,71.0
44562.17,15.3,2.47,0.49,0.23,2.9,22.7,25.6,1.5,47,35,0,81,1.8,2.7,200,260,1.1,0.4,75.0
44562.21,15,2.38,0.45,0.2,2.7,21.4,24.1,2,41,32,0,83,1.6,2.58,268,68,0.4,0.6,79.0
44562.25,16,2.33,0.41,0.16,2.1,20.7,22.9,7,29,22,0,79,1.8,2.49,9,359,1.3,0.7,81.0
44562.29,16.5,2.23,0.44,0.15,3.5,18.8,22.4,9.9,26,18,0,78,2.1,2.38,32,56,1.5,1.1,79.0
44562.33,17.5,2.19,0.47,0.15,5.6,15.5,21.1,13.7,38,22,0,75,1.6,2.34,40,17,1.7,1.2,75.0
44562.38,18.8,2.14,0.38,0.11,4.5,13.7,18.2,24.9,26,14,0,66,1.4,2.25,15,17,2.9,1.7,72.0
44562.42,20.2,2.1,0.29,0.06,2.8,9,11.8,35.6,14,12,0,56,1.4,2.16,14,5,2.5,2.3,67.0
44562.46,21.7,2.08,0.26,0.04,2.6,7.1,9.8,40.7,19,11,0,44,1.3,2.12,8,17,3.1,2.8,63.0
44562.5,22.6,2.07,0.25,0.04,2.1,5.7,7.9,42.9,20,11,0,37,1.4,2.11,17,13,3.2,2.9,60.0
44562.54,23.4,2.07,0.25,0.05,2.2,6.5,8.8,41.7,8,8,0,34,1.3,2.12,5,22,2.4,2.3,55.0
44562.58,24.2,2.07,0.25,0.07,2.1,6.7,8.9,41.7,9,4,0,31,1.3,2.14,5,13,2.6,2,50.0
44562.63,24.3,2.07,0.25,0.05,2,6.8,8.9,38.7,13,2,0,30,1.3,2.12,347,338,2.6,2.2,44.0
44562.67,23.5,2.09,0.29,0.06,2,8.6,10.7,38.2,20,7,0,38,1.5,2.15,345,350,2,2.2,36.0
44562.71,22,2.14,0.45,0.15,1.6,16.9,18.6,28.1,33,18,0,52,1.7,2.29,350,315,1.6,1.4,35.0
44562.75,19.7,2.15,0.39,0.13,1.5,18,19.5,26,39,23,0,72,1.7,2.28,345,343,2.4,2,35.0
44562.79,18.3,2.13,0.32,0.09,1.4,13.8,15.3,24.7,30,19,0,81,1.7,2.22,1,358,2.7,2.1,41.0
44562.83,17.8,2.14,0.33,0.1,1.4,14.2,15.7,20.2,29,15,0,82,1.6,2.24,15,289,0.4,1,47.0
44562.88,17.7,2.28,0.42,0.14,1.6,19.8,21.4,11.7,28,23,0,81,1.6,2.42,286,272,1.2,0.6,50.0
44562.92,16.9,2.49,0.55,0.26,3.7,21.8,25.6,4.9,32,20,0,82,1.5,2.75,121,122,0.6,0.6,53.0
44562.96,16.7,2.31,0.48,0.26,2.9,19.6,22.6,6,26,19,0,82,1.5,2.57,49,120,1.4,0.5,53.0
44563.0,16.1,2.48,0.56,0.36,3.7,18.9,22.6,1.5,33,20,0,83,1.3,2.84,135,140,1.1,1.2,54.0
44563.04,15.4,2.28,0.45,0.2,3.2,18.4,21.6,0.9,31,25,0,87,1.3,2.48,247,266,0.7,0.3,56.0
44563.08,15,2.44,0.45,0.14,3.5,17,20.6,0.9,32,18,0,88,1.2,2.58,277,231,0.5,0.8,59.0
44563.13,15.1,2.41,0.42,0.29,3.1,15.2,18.3,1.6,28,21,0,84,1.5,2.7,123,128,1,0.9,59.0
44563.17,14.8,2.58,0.4,0.36,3.7,13.8,17.5,1.3,22,15,0,84,1.5,2.94,121,123,1.2,1.1,62.0
44563.21,14.5,2.63,0.42,0.28,3.8,12.7,16.5,1.3,31,25,0,85,1.5,2.91,137,217,0.4,1,61.0
44563.25,14.2,2.55,0.47,0.25,7.3,12.5,19.9,0.7,25,22,0,87,1.4,2.8,163,260,0.4,0.2,62.0
44563.29,14.5,2.51,0.59,0.34,15.3,12.4,27.8,2.6,30,25,0,85,1.4,2.85,140,128,0.9,0.3,63.0
44563.33,16.5,2.37,0.53,0.27,10.1,13.6,23.8,10,19,16,0,76,1.6,2.64,113,241,0.5,0.5,65.0
44563.38,18.7,2.35,0.64,0.27,9.1,18.5,27.7,20.8,25,22,0,66,1.6,2.62,237,219,0.8,0.8,65.0
44563.42,21.7,2.15,0.35,0.1,4.7,12.2,16.9,32.7,29,11,0,51,1.6,2.25,324,338,2.1,0.7,64.0
44563.46,23.2,2.08,0.24,0.02,2.4,5.7,8.1,38.5,11,12,0,44,1.5,2.1,333,325,3.2,2.1,60.0
44563.5,23.9,2.08,0.24,0.03,1.6,5.3,6.9,44.3,17,6,0,45,1.7,2.11,343,338,3.1,2.3,55.0
44563.54,24.2,2.09,0.24,0.02,1.4,5.4,6.9,47.7,17,8,0,47,1.8,2.11,342,347,3.2,2.4,50.0
44563.58,24.3,2.09,0.25,0.03,1.3,6,7.4,49.3,15,8,0,47,1.6,2.12,344,338,3.3,2.8,42.0
44563.63,23.7,2.1,0.27,0.04,1.6,7.7,9.4,48.3,27,12,0,49,1.7,2.14,340,334,3.1,2.5,40.0
44563.67,22.3,2.12,0.32,0.06,1.8,10.8,12.7,41.9,38,17,0,56,1.8,2.18,336,335,2.7,2.3,38.0
44563.71,20.8,2.15,0.38,0.09,1,12.8,13.9,34.1,34,17,0,61,1.9,2.24,333,336,1.9,1.5,43.0
44563.75,19.6,2.16,0.41,0.11,0.9,15.9,16.8,26.9,30,21,0,65,1.9,2.27,344,348,1.8,1.4,45.0
44563.79,18.7,2.16,0.4,0.09,1,15.3,16.3,24.7,27,16,0,69,2,2.25,3,347,1.8,1.4,51.0
44563.83,18.1,2.19,0.4,0.08,0.8,16.9,17.7,21.3,20,18,0,72,2,2.27,341,346,1.4,1.2,51.0
44563.88,17.8,2.22,0.41,0.1,0.8,17.5,18.4,18.2,27,18,0,74,1.7,2.32,357,26,1.3,1,52.0
44563.92,17.4,2.27,0.5,0.18,1.8,22,23.8,9.1,23,19,0,77,1.6,2.45,127,236,0.7,0.4,52.0
44563.96,16.5,2.3,0.53,0.16,3.1,24.4,27.6,2.8,30,21,0,82,1.6,2.46,208,141,1.4,0.6,52.0
44564.0,16.2,2.26,0.51,0.14,2.4,24.1,26.6,3.4,34,17,0,83,1.6,2.4,140,170,0.7,1.1,55.0
44564.04,16.3,2.33,0.38,0.12,2.1,16.1,18.3,10.5,24,20,0,82,1.3,2.45,354,16,1.9,0.5,55.0
44564.08,16.3,2.19,0.28,0.06,1.4,9.6,11.1,21.9,18,15,0,82,1.5,2.25,0,357,1.1,1.2,57.0
44564.13,15.9,2.27,0.35,0.12,1.4,11.6,13,11.3,24,20,0,84,1.5,2.39,131,136,1.2,0.9,57.0
44564.17,15.4,2.32,0.42,0.16,2.1,14.8,17,4.8,28,18,0,85,1.4,2.48,142,144,1.5,1.2,57.0
44564.21,15.1,2.44,0.49,0.21,6.2,15.5,21.8,1.6,26,25,0,86,1.4,2.65,250,257,0.6,0.3,58.0
44564.25,14.7,2.44,0.6,0.25,18.5,14.5,33.1,0.2,29,29,0,87,1.4,2.69,266,268,1,0.9,60.0
44564.29,14.8,2.53,0.91,0.3,40.2,18.1,58.3,1.5,45,31,0,88,1.8,2.83,258,245,0.4,0.7,65.0
44564.33,16.5,2.52,1.12,0.41,42.3,26.9,69.3,3.8,64,47,0,83,2.6,2.93,234,234,0.7,0.7,70.0
44564.38,19.3,2.3,0.86,0.29,37.3,31.2,68.6,11.8,54,32,0,69,2.6,2.59,272,329,1.2,0.2,82.0
44564.42,21.9,2.16,0.46,0.18,21.3,23.1,44.5,22.4,45,19,0,55,2.1,2.34,317,317,2,1.4,86.0
44564.46,23.2,2.13,0.36,0.14,5.2,13.9,19.1,39.4,36,18,0,48,2,2.27,344,10,3,2.2,83.0
44564.5,24,2.12,0.32,0.1,3,9.4,12.4,48.3,25,11,0,43,1.5,2.22,348,349,3.1,2.5,78.0
44564.54,24.4,2.11,0.31,0.06,2.4,8.2,10.6,54.3,34,16,0,42,1.6,2.17,343,327,3.4,2.5,67.0
44564.58,24.7,2.13,0.35,0.09,2.5,10,12.5,60.6,44,24,0,43,1.8,2.22,334,333,2.6,2.4,61.0
44564.63,24.3,2.16,0.42,0.15,2.7,13.8,16.5,62.8,54,22,0,49,1.9,2.31,337,353,3.2,2.2,64.0
44564.67,22.5,2.17,0.43,0.16,1.9,14.2,16.1,60.7,53,28,0,58,2.1,2.33,346,359,2.6,2.5,65.0
44564.71,21.2,2.2,0.55,0.23,1.5,19.1,20.7,45.8,54,30,0,64,2,2.43,346,322,1.1,1.3,71.0
44564.75,20.3,2.24,0.7,0.27,1.5,27,28.5,31.9,56,33,0,68,2.2,2.51,332,331,1.1,1.1,76.0
44564.79,19.6,2.27,0.67,0.27,1.5,29,30.5,26.1,56,33,0,72,2.3,2.54,353,339,1.5,1.1,79.0
44564.83,19,2.26,0.64,0.27,1.6,28.2,29.9,20.9,57,38,0,74,2.3,2.53,351,354,1,1.1,83.0
44564.88,18.5,2.34,0.82,0.51,3.2,36.1,39.4,6.5,56,42,0,77,2.2,2.85,142,235,0.6,0.3,85.0
44564.92,17.6,2.35,0.78,0.47,5.4,35,40.4,2.9,61,42,0,82,1.8,2.82,242,239,0.9,0.8,90.0
44564.96,17.1,2.44,0.69,0.34,3.9,30.6,34.6,3.4,65,45,0,84,1.9,2.78,184,264,0.9,0.3,95.0
44565.0,16.8,2.44,0.7,0.4,3.1,30.7,33.8,2.1,67,40,0,85,1.7,2.84,198,128,0.9,0.2,102.0
44565.04,16.7,2.54,0.71,0.61,5.2,24.8,30.1,1.1,55,40,0,84,2.1,3.15,143,222,0.5,0.3,106.0
44565.08,15.8,2.5,0.71,0.45,7,22.2,29.3,0.1,56,36,0,87,1.6,2.95,204,136,1.5,0.6,108.0
44565.13,15.7,2.44,0.63,0.4,4.1,19.6,23.7,1.3,49,41,0,87,1.5,2.84,129,122,0.4,0.5,107.0
44565.17,15.7,2.57,0.63,0.5,3.2,19.2,22.5,1.2,54,38,0,87,1.6,3.07,123,120,0.9,0.7,108.0
44565.21,15.3,2.61,0.67,0.51,9.5,16.6,26.2,0.9,45,33,0,87,1.6,3.12,251,257,0.4,0.4,109.0
44565.25,14.6,2.72,0.9,0.52,26.2,16.3,42.5,0.2,51,39,0,89,1.6,3.24,244,145,0.5,0.5,107.0
44565.29,15.3,2.67,1.19,0.69,48,19.3,67.4,1,62,51,0,86,2.1,3.36,186,248,0.8,0.4,108.0
44565.33,16.5,2.58,1.28,0.72,71.1,29.7,100.9,2.5,80,59,0,83,2.5,3.3,257,257,0.7,0.8,113.0
44565.38,18.7,2.44,1.11,0.53,32.9,39.6,72.6,11.8,50,37,0,72,2.5,2.97,231,233,1,0.4,123.0
44565.42,20.9,2.23,0.78,0.34,16.2,31.6,47.9,22.7,43,26,0,61,2.5,2.57,278,264,1.5,0.3,123.0
44565.46,22.8,2.13,0.46,0.22,8.9,20.8,29.8,35.1,24,19,0,52,2.3,2.35,314,306,1.8,0.8,117.0
44565.5,24.2,2.11,0.36,0.18,3.7,14.9,18.6,46.9,24,9,0,48,1.7,2.29,319,303,2.5,1.3,104.0
44565.54,25.1,2.12,0.34,0.12,7.3,18.4,25.8,46.8,33,19,0,50,1.8,2.24,308,316,1.9,2,85.0
44565.58,25.3,2.1,0.32,0.13,3.7,16,19.8,53.2,32,16,0,52,1.9,2.23,326,328,1.8,1.8,77.0
44565.63,24.7,2.11,0.33,0.14,4.8,19.2,24,49.1,42,18,0,58,2,2.25,326,331,1.8,2,72.0
44565.67,23.7,2.13,0.43,0.22,12.2,31.6,43.8,31.5,54,24,0,64,2.1,2.35,310,299,1.7,1.6,69.0
44565.71,22.6,2.16,0.56,0.31,1.6,29,30.7,27.3,43,20,0,69,2.2,2.47,320,321,1.4,1.1,72.0
44565.75,21.5,2.19,0.68,0.42,3.2,33.5,36.7,16,47,19,0,75,2.2,2.61,18,141,1,0.3,71.0
44565.79,20.2,2.25,0.76,0.58,12.6,42.2,54.9,2.3,80,34,0,81,2.4,2.83,220,256,1,0.4,70.0
44565.83,19.5,2.24,0.65,0.42,6.4,38.9,45.4,2,69,24,0,84,2.2,2.66,225,247,1,0.6,73.0
44565.88,18.7,2.28,0.72,0.53,9.9,37.1,47,0.2,62,28,0,86,2.3,2.81,256,151,0.4,0.8,70.0
44565.92,18.7,2.4,0.77,0.67,11.6,35.4,47.1,0,57,28,0,86,2.3,3.07,138,121,0.8,0.4,71.0
44565.96,18.6,2.46,0.74,0.56,12.4,28.8,41.2,0.2,57,27,0,85,2.2,3.02,207,233,0.9,0.3,74.0
44566.0,17.6,2.43,0.57,0.38,11.8,25.8,37.6,0,48,25,0,88,2,2.81,257,287,0.6,0.5,73.0
44566.04,17.6,2.43,0.51,0.33,5.5,23.9,29.5,0.1,43,23,0,88,1.4,2.76,280,279,0.9,0.5,75.0
44566.08,17.5,2.5,0.55,0.48,6.8,23.3,30.2,0.2,41,25,0,88,1.6,2.98,128,124,1,0.6,74.0
44566.13,17.1,2.6,0.52,0.49,8.8,18.5,27.4,#,40,28,0,88,1.5,3.09,264,269,1.3,0.9,74.0
44566.17,17,2.64,0.52,0.45,10.6,19.5,30.1,#,39,24,0,90,1.5,3.09,156,129,1.4,0.4,75.0
44566.21,17.1,2.72,0.58,0.55,15.9,18.1,34,#,42,28,0,88,1.5,3.27,248,268,1,0.6,75.0
44566.25,16.7,2.57,0.65,0.49,25.3,16.6,42,1,49,30,0,90,1.6,3.06,201,147,0.6,0.3,77.0
44566.29,17,2.44,0.83,0.49,27.9,16.7,44.6,1.3,35,23,0,87,1.6,2.93,231,262,0.9,0.3,80.0
44566.33,17.8,2.52,1.11,0.58,65.5,25.8,91.3,1.7,67,38,0,86,3,3.1,246,91,0.5,0.3,77.0
44566.38,19.3,2.66,1.23,0.69,47.1,36.3,83.5,4.2,63,39,0,81,2.5,3.35,297,338,0.8,0.3,83.0
44566.42,20.5,#,#,#,#,#,#,7.3,68,#,#,76,#,#,289,274,1.8,1.1,87.0
44566.46,21.5,2.22,0.71,0.43,25.3,40.3,65.7,13.4,#,29,#,68,2.3,2.65,314,294,1.4,0.8,88.0
44566.5,22.1,2.17,0.45,0.26,7.6,23.2,30.8,24.1,#,26,0,72,2.1,2.43,3,35,1.3,1,91.0
44566.54,23.1,2.16,0.49,0.27,5.5,23,28.6,30.5,51,28,0,69,1.9,2.43,18,338,1.7,0.7,86.0
44566.58,23.7,2.17,0.53,0.3,14.4,31.1,45.5,28.7,64,38,0,68,2.1,2.47,309,321,2.1,2,82.0
44566.63,22.7,2.15,0.39,0.24,3.2,21.8,25,28.9,52,34,0,72,1.7,2.39,353,339,1.8,1.8,87.0
44566.67,22,2.17,0.44,0.24,2.5,22.9,25.5,25.6,49,28,0,72,1.4,2.41,351,354,1.8,1.3,89.0
44566.71,21.4,2.18,0.53,0.27,1.9,25.9,27.8,18.8,48,31,0,75,1.5,2.45,336,357,2.2,1.9,90.0
44566.75,20.8,2.19,0.61,0.23,1.6,27.5,29.1,15.1,44,31,0,76,1.7,2.42,358,8,2.5,1.8,92.0
44566.79,21,2.19,0.6,0.23,1.5,26.3,27.8,17.4,41,32,0,72,2,2.42,4,23,1.9,1.5,89.0
44566.83,21.5,2.15,0.45,0.16,1.5,18.3,19.8,26.1,17,14,0,65,1.5,2.31,36,36,0.9,1.1,90.0
44566.88,21.4,2.18,0.53,0.19,1.9,19.6,21.5,20.7,16,13,0,64,1.4,2.37,41,9,1.6,0.8,83.0
44566.92,21.2,2.15,0.43,0.15,1.5,16.6,18.1,22.5,9,8,0,64,1.4,2.3,57,124,0.8,1,74.0
44566.96,20.2,2.36,0.61,0.38,3.9,23.4,27.4,10.6,21,12,0,70,1.4,2.74,251,249,1.2,0.5,65.0
44567.0,18.8,2.48,0.58,0.39,8.5,22.8,31.3,3.2,33,25,0,81,1.5,2.87,156,127,1.4,0.5,57.0
44567.04,18.4,2.41,0.54,0.39,4.3,21,25.4,1.2,50,43,0,83,1.2,2.8,237,246,1.3,0.3,61.0
44567.08,18,2.51,0.57,0.37,5.9,20.4,26.4,0,41,29,0,86,1,2.88,249,121,0.4,0.4,71.0
44567.13,17.9,2.58,0.45,0.37,5.3,17.8,23.1,2.3,37,19,0,84,1.2,2.95,128,164,0.7,1.1,77.0
44567.17,17.6,2.54,0.4,0.37,3.1,14.7,17.9,3.5,28,25,0,84,1.2,2.91,145,130,1.2,0.4,78.0
44567.21,17.6,2.54,0.4,0.35,4.3,16,20.3,2.5,33,29,0,84,1.4,2.89,121,120,1.3,0.8,77.0
44567.25,17.5,2.84,0.62,0.49,17.4,17.2,34.6,0.8,28,20,0,84,1.1,3.33,135,139,0.6,0.5,73.0
44567.29,18.3,2.42,0.68,0.35,19.3,17.6,36.9,12,25,20,0,82,1.3,2.77,358,6,2.8,1.1,69.0
44567.33,19.5,2.15,0.51,0.15,4.8,15,19.8,22.4,28,19,0,73,1.1,2.3,7,353,2.8,2,68.0
44567.38,20.4,2.15,0.41,0.15,5,13.7,18.8,25.6,32,19,0,65,1.1,2.3,346,2,3,2.2,67.0
44567.42,20.8,2.14,0.38,0.13,4,11.3,15.4,30.6,33,13,0,60,1,2.27,360,333,2.1,2.4,64.0
44567.46,21.8,2.13,0.36,0.11,3.6,10.3,14,36.3,32,14,0,56,1,2.24,341,358,3.4,2.4,63.0
44567.5,22.1,2.12,0.35,0.1,3.3,10.1,13.4,39.5,27,10,0,53,1.2,2.22,355,5,4.1,2.7,61.0
44567.54,22.2,2.11,0.3,0.06,2.8,8.6,11.5,41,31,10,0,53,1,2.17,349,337,2.4,2.9,57.0
44567.58,21.4,2.11,0.34,0.11,7.2,16.7,23.9,29.7,41,11,0,59,1,2.22,319,345,3,2.6,50.0
44567.63,19.8,2.11,0.32,0.12,3.3,14.2,17.5,27.6,20,12,0,70,1.1,2.23,339,338,4.4,2.5,46.0
44567.67,18.1,2.11,0.33,0.13,2.2,15.3,17.6,23.7,14,10,0.5,82,0.9,2.24,0,358,3.3,2.9,44.0
44567.71,18.1,2.13,0.44,0.18,2.3,20.7,23,17,12,9,0,82,0.9,2.31,19,12,2.4,2.5,43.0
44567.75,17.9,2.13,0.44,0.16,1.9,20.2,22.2,18.2,15,8,0,82,0.9,2.29,358,12,3.2,2.2,40.0
44567.79,17.3,A,0.37,A,1.6,15.9,17.5,23.1,14,8,0,82,0.9,A,4,1,2.8,2.4,37.0
44567.83,17,*,0.32,*,1.4,12.8,14.2,26.2,14,9,2.5,83,1,*,340,347,2.4,2,33.0
44567.88,16.3,*,0.32,*,1.5,12.2,13.8,25.5,11,8,0,86,0.9,*,26,3,1.2,1.7,31.0
44567.92,16.4,*,0.29,*,1.2,11.7,13,25.4,9,4,0.5,85,0.9,*,320,280,1,1.2,30.0
44567.96,16.1,*,0.27,*,1.3,10.3,11.6,24.9,9,3,0.5,87,0.9,*,356,9,1.9,1.1,27.0
44568.0,16.1,*,0.27,*,1.2,11.1,12.3,22.4,8,4,0.5,87,1.1,*,338,308,0.8,0.8,23.0
44568.04,16,*,0.23,*,1.7,9.9,11.6,22.2,8,5,0.5,88,1.2,*,334,337,1.9,1,20.0
44568.08,15.8,*,0.2,*,1.4,8.5,9.9,24.9,7,3,1,87,1.3,*,329,324,2.1,1.6,21.0
44568.13,15.7,*,0.19,*,1.2,6.7,8,26.9,6,5,0.5,88,1.3,*,14,359,0.9,1.4,22.0
44568.17,16,*,0.23,*,1.3,6,7.3,23.9,6,5,0,88,1.2,*,39,18,1.3,1,22.0
44568.21,15.9,*,0.22,*,1.5,6.9,8.4,22.4,6,4,0.5,87,1.2,*,314,69,1.9,1.1,22.0
44568.25,15.9,*,0.25,*,1.6,9,10.6,20.7,9,2,0,86,1.2,*,349,276,2.8,1.2,22.0
44568.29,15.9,*,0.42,*,2.6,14.1,16.7,18.5,8,1,0,86,1.3,*,25,54,2,1.1,21.0
44568.33,16.5,*,0.57,*,9.8,21.5,31.3,12.5,8,6,0,85,1.2,*,333,294,2.3,1.3,23.0
44568.38,16.9,*,0.36,*,14.6,17.5,32.1,20,10,8,0,81,1.4,*,1,11,2.7,2,35.0
44568.42,18.1,2.11,0.33,0.11,7,14.8,21.8,23.6,12,6,0,78,1.6,2.22,352,305,2.2,1.9,28.0
44568.46,18.8,2.08,0.29,0.13,9.6,15.7,25.3,23.4,17,8,0,75,1.5,2.21,335,17,2.5,2,23.0
44568.5,19.5,2.07,0.27,0.13,4,11.3,15.4,29.5,14,9,0,69,1.4,2.2,8,342,2.4,2.1,25.0
44568.54,20.3,2.06,0.23,0.05,3.7,8.2,12,33.2,12,7,0,66,1.3,2.11,356,354,3.2,2.4,21.0
44568.58,20.3,2.06,0.21,0.06,3.3,8.7,12,34.6,21,6,0,63,1.4,2.12,348,0,3.8,2.7,21.0
44568.63,20.4,2.06,0.24,0.08,2.7,8.7,11.4,36.5,14,9,0,61,1.6,2.14,5,1,2.6,2.8,22.0
44568.67,20.2,2.07,0.3,0.12,2.5,12.4,14.9,28.1,20,10,0,63,1.4,2.19,354,352,2.4,2.1,24.0
44568.71,19.2,2.11,0.39,0.16,2,17.3,19.3,21.4,26,11,0,67,1.5,2.27,348,347,1.7,1.6,26.0
44568.75,18.5,2.12,0.44,0.16,1.8,19.9,21.7,18.5,25,14,0,70,1.4,2.28,355,9,2.9,2,28.0
44568.79,18,2.13,0.43,0.15,1.8,19.5,21.4,17.3,21,14,0,72,1.5,2.28,6,354,2.7,2,32.0
44568.83,17.3,2.11,0.36,0.12,1.6,16.7,18.4,19.4,22,11,0,74,1.5,2.23,0,5,2.8,2.1,34.0
44568.88,16.8,2.09,0.31,0.08,1.5,13.4,14.9,25,21,8,0,74,1.8,2.17,357,1,2.8,2.4,35.0
44568.92,16.7,2.11,0.28,0.05,1.3,9,10.4,27.7,19,8,0,74,1.4,2.16,2,11,2,1.9,34.0
44568.96,16.7,2.14,0.28,0.05,1.3,8.9,10.2,26.4,21,7,0,74,1.3,2.19,333,338,1.5,1.2,32.0
44569.0,16.4,2.1,0.25,0.04,1.3,8.3,9.6,28.7,19,13,0,76,1.5,2.14,6,359,2,1.9,29.0
44569.04,16.2,2.14,0.27,0.06,1.4,8.1,9.6,24.1,16,14,0.5,81,1.5,2.2,44,108,1.1,0.9,31.0
44569.08,16.1,2.23,0.28,0.09,1.3,9.3,10.7,18.8,20,9,0,85,1.3,2.32,14,24,1.7,0.6,34.0
44569.13,15.7,2.18,0.22,0.04,1.2,8.4,9.7,21.4,17,12,0,85,1.3,2.22,350,356,1.5,1.2,35.0
44569.17,15.7,2.17,0.22,0.04,1.3,8.8,10.2,20.4,17,10,0.5,84,1.4,2.21,16,313,1.9,0.9,37.0
44569.21,15.5,2.14,0.23,0.05,1.5,9.3,10.8,21.2,16,9,0,84,1.6,2.19,351,1,1.7,1.3,36.0
44569.25,15.4,2.14,0.24,0.04,1.4,9.3,10.7,20.3,9,8,0,83,1.7,2.18,358,354,1.4,1.5,33.0
44569.29,15.6,2.13,0.29,0.05,2.4,10.6,13.1,18.4,10,8,0,83,1.5,2.18,4,16,1.9,1.4,32.0
44569.33,16.6,2.11,0.33,0.06,4.6,10.9,15.6,18.4,17,9,0,80,1.5,2.17,1,347,1.8,1.6,30.0
44569.38,18,2.1,0.31,0.06,6.3,10.2,16.6,20.5,14,7,0,76,1.7,2.16,344,351,2.4,1.8,29.0
44569.42,19.4,2.1,0.32,0.07,11.6,13.1,24.7,23,17,8,0,68,1.7,2.17,321,329,2.4,2,28.0
44569.46,20.8,2.07,0.3,0.06,7.9,11.7,19.6,28.9,18,11,0,62,1.8,2.13,328,331,2,1.9,28.0
44569.5,21.8,2.07,0.29,0.06,3.9,9,13,37.6,18,8,0,58,1.9,2.13,330,320,3.1,1.9,30.0
44569.54,22.3,2.07,0.26,0.03,2.8,7.6,10.5,42.6,18,7,0,56,1.6,2.1,340,358,2.5,2.2,29.0
44569.58,22.9,2.06,0.26,0.05,5.5,12.4,17.9,40.4,26,10,0,52,1.7,2.11,330,356,2.4,2.1,28.0
44569.63,22.7,2.07,0.29,0.07,15,15.9,30.9,36.5,31,18,0,52,1.8,2.14,333,359,3.5,2.2,29.0
44569.67,21.5,2.07,0.27,0.06,2.3,10.2,12.5,36.9,24,8,0,56,1.6,2.13,346,335,2.4,2,32.0
44569.71,20.3,2.1,0.36,0.11,1.8,14.5,16.4,26.1,26,12,0,61,1.7,2.21,347,350,2.2,1.7,32.0
44569.75,19.1,2.11,0.41,0.12,1.7,18.7,20.4,18.2,19,15,0,67,2,2.23,354,337,1.6,1.6,35.0
44569.79,18.1,2.14,0.44,0.12,1.5,19.7,21.3,16.5,26,14,0,71,1.9,2.26,355,350,1.4,1.3,38.0
44569.83,17.4,2.17,0.45,0.13,1.8,19.8,21.6,14.6,22,12,0,74,1.9,2.3,325,352,1.5,1.3,37.0
44569.88,17.1,2.26,0.5,0.14,1.5,21,22.6,10.4,27,15,0,76,1.7,2.4,342,317,1.5,1,39.0
44569.92,17.1,2.23,0.5,0.16,1.9,23.5,25.4,6.9,21,10,0,76,1.8,2.39,341,357,1.2,0.8,41.0
44569.96,16.9,2.26,0.44,0.14,1.8,22.4,24.2,6.5,23,11,0,77,1.5,2.4,342,327,1.2,0.8,40.0
44570.0,16.6,2.26,0.35,0.1,1.5,18.1,19.7,10.8,19,9,0,79,1.5,2.36,338,355,0.6,0.8,38.0
44570.04,16.2,2.26,0.33,0.15,1.7,16.5,18.3,9.6,21,13,0,82,1.2,2.41,190,257,0.8,0.5,37.0
44570.08,15.9,2.28,0.31,0.11,1.3,14.1,15.5,11.4,17,9,0,83,1.2,2.39,262,324,1.2,0.7,37.0
44570.13,16.2,2.23,0.25,0.08,1.2,11.1,12.3,15,15,9,0,81,1.1,2.31,356,8,0.9,0.8,37.0
44570.17,16,2.28,0.24,0.06,1.3,9.7,11,16.3,15,10,0,82,1.1,2.34,326,310,1.2,0.8,35.0
44570.21,15.9,2.23,0.25,0.08,1.3,9,10.3,15.7,14,11,0,82,1.3,2.31,17,145,1.2,0.4,35.0
44570.25,15.3,2.31,0.46,0.22,5.5,18.4,23.9,2,33,23,0,85,1.3,2.53,201,254,1,0.5,34.0
44570.29,15.7,2.52,0.52,0.29,11.3,16.2,27.5,3.2,30,20,0,85,1.4,2.81,143,196,0.8,1.1,41.0
44570.33,16.5,2.53,0.59,0.25,22.5,16.6,39.2,5.9,34,25,0,83,1.6,2.78,259,290,0.7,1,46.0
44570.38,18.3,2.36,0.56,0.21,20.5,21.1,41.6,13.1,40,22,0,77,1.7,2.57,268,271,1.1,0.6,54.0
44570.42,20.7,2.17,0.47,0.15,30.8,23.9,54.7,20.1,43,23,0,66,1.8,2.32,294,301,3,1.7,58.0
44570.46,21.9,2.1,0.28,0.05,3.4,9.4,12.8,42,28,14,0,61,1.5,2.15,339,307,2.7,1.8,59.0
44570.5,22.4,2.09,0.26,0.04,2,6.5,8.5,52.3,26,14,0,58,1.5,2.13,327,0,2.3,2.2,58.0
44570.54,22.9,2.11,0.28,0.04,2.4,8.9,11.3,54.5,43,27,0,57,1.7,2.15,319,311,3,2.4,55.0
44570.58,23.2,2.09,0.28,0.05,5.4,13.2,18.7,50.6,46,23,0,58,1.7,2.14,333,325,2.8,2.3,58.0
