time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi
44735.88,27.3,2,0.23,0.09,1.3,9.9,11.2,11.6,19,9,0,83,1.2,2.09,233,211,1.6,0.6,23.0
44735.92,27.3,2,0.2,0.11,0.9,8.8,9.8,10.9,22,7,0,82,1.3,2.11,161,130,1.1,0.6,22.0
44735.96,26.9,2,0.14,0.05,0.9,7.1,8,11.5,20,4,0,83,1.2,2.05,245,196,0.8,1.1,22.0
44736.0,26.7,2.03,0.13,0.04,0.8,4.8,5.7,12.3,19,5,0,83,1,2.07,253,252,1,0.7,22.0
44736.04,26.4,2.02,0.11,0.03,1.2,5.3,6.5,10.3,18,4,0,84,1,2.05,246,245,1.4,1.1,21.0
44736.08,26.2,2.02,0.1,0.01,0.6,3.3,3.9,11.6,17,5,0,83,0.8,2.03,200,140,2,0.7,19.0
44736.13,26.5,2.91,0.15,0.02,0.6,3.7,4.3,9.9,11,8,0,82,1.1,2.93,120,102,1.2,1.2,18.0
44736.17,26.3,2.4,0.11,0.02,0.7,4.2,5,8.8,18,5,0,82,1,2.42,157,250,1.6,0.3,19.0
44736.21,25.4,2.08,0.15,0.04,1.8,6.6,8.5,4.4,22,3,0,87,0.8,2.12,253,154,0.4,1,19.0
44736.25,26.2,2.09,0.21,0.06,5.3,6.3,11.7,5.3,21,3,0,85,0.8,2.15,266,263,0.8,0.9,17.0
44736.29,27.8,2.15,0.36,0.12,6.3,7.3,13.6,9.6,29,3,0,79,1.1,2.27,266,272,1.1,1,18.0
44736.33,30.1,2.07,0.33,0.15,6.2,9.5,15.7,20.2,22,8,0,70,2,2.22,190,251,2.3,0.5,21.0
44736.38,31.2,1.89,0.19,0.04,2.5,6.6,9.2,31.3,21,9,0,62,2.3,1.93,247,192,1.9,1.7,21.0
44736.42,32,1.89,0.2,0.06,1.4,5.7,7.1,42.8,17,11,0,60,1.7,1.95,253,250,3.2,1.9,21.0
44736.46,32.7,1.9,0.2,0.05,1.2,5.7,7,46.1,23,9,0,56,1.9,1.95,250,266,3.2,2.1,22.0
44736.5,33.1,1.91,0.13,0.01,1.2,4.4,5.6,41.3,18,10,0,59,1.6,1.92,267,272,4.4,3.6,25.0
44736.54,32.8,1.88,0.1,0.03,1.2,4.4,5.7,36.6,22,7,0,64,1.6,1.91,269,268,5.4,4.8,26.0
44736.58,31.2,1.86,0.11,0.07,1.7,5.3,7.1,21,21,4,0,69,1.5,1.93,273,275,4.8,4.5,27.0
44736.63,29.6,1.87,0.15,0.14,1.6,6.5,8.2,17.4,17,6,3.5,77,1.1,2.01,262,124,2.6,2.2,29.0
44736.67,25.4,1.92,0.18,0.26,1.9,9.6,11.6,16,15,8,18,93,1.1,2.18,120,149,1.3,0.8,30.0
44736.71,25.9,2,0.38,0.38,3.7,15.9,19.6,9.4,14,7,1.5,92,1.2,2.38,111,95,1.7,1.1,29.0
44736.75,26,2.01,0.34,0.17,4.3,20.1,24.5,4.4,18,9,2,92,1.2,2.18,245,19,0.6,1,26.0
44736.79,25.5,1.97,0.23,0.21,3,14.6,17.6,6.8,12,8,4,92,1.1,2.18,218,130,0.8,0.3,33.0
44736.83,25.4,1.97,0.21,0.22,1.8,11.9,13.7,8.8,13,5,1.5,93,1.2,2.19,195,73,0.5,0.1,26.0
44736.88,25.3,1.98,0.24,0.16,1.9,12,14,6.7,10,3,0.5,93,1.4,2.14,251,167,0.8,0.4,24.0
44736.92,25.3,2,0.19,0.09,1.6,10.9,12.5,7.5,17,3,0,92,1.1,2.09,233,203,1.3,0.5,22.0
44736.96,25.4,2.01,0.16,0.12,0.9,6.9,7.8,9.4,11,4,0,91,1.1,2.13,172,259,1.3,0.7,18.0
44737.0,25.5,2.03,0.13,0.03,0.7,5.2,6,10.1,16,6,0,89,0.9,2.06,269,284,0.4,0.5,16.0
44737.04,25.5,2.12,0.15,0.07,0.8,6.5,7.3,8.6,13,3,0,89,0.9,2.19,238,56,0.4,0.1,16.0
44737.08,25.8,2.21,0.17,0.13,0.7,6.3,7.1,7.4,14,3,0,87,1,2.34,109,80,0.6,0.6,15.0
44737.13,25.4,2.35,0.19,0.16,1,7.5,8.5,4.4,21,2,0,89,1,2.51,231,139,0.9,0.4,15.0
44737.17,25.2,2.26,0.17,0.12,1.4,8.3,9.7,3.8,20,6,0,90,1.1,2.38,246,301,0.5,0.2,15.0
44737.21,25.5,2.35,0.23,0.18,3.1,8.4,11.5,4,21,7,0,89,1.1,2.53,130,230,0.7,0.5,15.0
44737.25,25.1,2.15,0.28,0.12,7.5,7.6,15.1,3.4,23,5,0,90,1.1,2.27,259,269,1,0.8,17.0
44737.29,26.5,2.19,0.3,0.12,7.8,7.2,15,8.3,22,11,0,86,1.6,2.31,261,258,0.9,0.4,18.0
44737.33,28.2,2.18,0.33,0.11,6.2,9.6,15.8,15,22,11,0,81,1.8,2.29,260,263,1.5,1.1,19.0
44737.38,29.7,2.01,0.23,0.1,5.2,9.8,15,22.2,26,8,0,74,1.7,2.11,260,252,1.7,1.5,22.0
44737.42,30.9,1.9,0.18,0.03,2.1,5.4,7.5,33.2,19,6,0,67,1.4,1.93,252,241,2.6,1.7,23.0
44737.46,32,1.89,0.17,0.03,1.2,5,6.3,35.5,16,4,0,62,1.6,1.92,246,243,2.4,2.2,24.0
44737.5,32.9,1.89,0.14,0.02,1,4.2,5.3,38.8,12,5,0,59,1.5,1.91,251,255,3.9,2.7,21.0
44737.54,28.3,1.89,0.12,0.02,1,5.8,6.8,26.9,14,6,0,77,1.3,1.91,266,253,2,3.5,19.0
44737.58,27.7,1.9,0.16,0.04,1.5,8.7,10.3,21.8,14,3,0,83,1.3,1.94,268,268,1.1,1.3,20.0
44737.63,27.4,1.9,0.16,0.06,1.6,9.6,11.2,21.2,16,5,13.5,87,1.3,1.96,255,179,2.6,1,23.0
44737.67,24.2,1.93,0.16,0.06,1.6,7.8,9.4,21.1,12,5,30,97,1,1.99,115,120,2.2,2.9,24.0
44737.71,24.3,2.04,0.3,0.16,2.1,10.9,13,15.1,10,4,6,98,1,2.2,106,106,1.9,2.1,25.0
44737.75,25.2,1.97,0.37,0.18,3,13.2,16.2,8.9,9,2,0,94,1,2.15,129,255,1.7,0.8,24.0
44737.79,25.5,2.01,0.36,0.16,2.1,15.2,17.4,6.4,12,7,0,91,1.1,2.17,249,240,0.9,1.2,22.0
44737.83,25.6,2.05,0.34,0.18,3.1,16.8,19.9,4,16,4,0,92,1.1,2.23,141,136,1.7,0.8,25.0
44737.88,25.9,1.98,0.35,0.13,2.9,12.9,15.9,5.5,14,5,0,90,1.1,2.11,142,131,1.2,1.2,27.0
44737.92,25.8,1.98,0.19,0.05,1.1,7.6,8.7,8,20,4,0,89,1,2.03,240,254,1,0.8,20.0
44737.96,25.7,2.02,0.22,0.08,1.1,7.4,8.5,5,20,4,0,89,0.9,2.1,162,257,1.2,0.6,15.0
44738.0,25.5,2.03,0.17,0.06,1,7.2,8.2,5.3,23,3,0,90,0.9,2.09,258,219,0.7,0.6,15.0
44738.04,25.5,2.09,0.15,0.06,0.9,6.4,7.4,5.3,16,2,0,89,0.6,2.15,259,282,0.6,0.2,17.0
44738.08,25.3,2.37,0.21,0.14,0.7,6.3,7.1,3.9,15,5,0,90,0.6,2.51,134,113,0.9,0.5,17.0
44738.13,25,3.75,0.17,0.09,0.8,6.2,7.1,2.8,17,8,0,89,0.8,3.84,111,109,1.1,1,16.0
44738.17,24.8,3.46,0.17,0.07,1.2,5.6,6.9,1.8,22,5,0,90,0.7,3.53,223,330,0.4,0.1,16.0
44738.21,24.8,2.8,0.19,0.07,1.8,5.2,7,3.3,21,4,0,89,0.7,2.87,134,97,0.5,0.3,16.0
44738.25,25.7,2.64,0.25,0.08,3.2,4.6,7.9,5.5,21,8,0,85,0.8,2.72,149,126,1.2,0.5,17.0
44738.29,26.5,2.43,0.3,0.07,3.9,5.2,9.2,9.2,28,7,0,83,0.9,2.5,253,266,1.3,0.6,19.0
44738.33,28.1,2.07,0.2,0.03,2.9,4.8,7.8,15.1,19,6,0,78,1,2.1,282,264,1.2,1.1,21.0
44738.38,30,1.94,0.18,0.01,1.9,4.5,6.5,23.3,16,5,0,70,1.2,1.95,259,262,2.7,1.2,20.0
44738.42,31.5,1.88,0.14,0,0.7,2.8,3.6,28.9,13,2,0,61,1.2,1.88,261,264,2.3,1.6,20.0
44738.46,32.6,1.88,0.14,0,0.6,2.4,3.1,27.2,10,2,0,56,1.1,1.88,250,251,3.1,2.3,19.0
44738.5,33.1,1.9,0.13,0,0.7,2.4,3.1,35,14,5,0,55,1,1.9,248,250,2.4,2.6,16.0
44738.54,33.1,1.9,0.13,0,0.5,2.5,3,42.7,12,10,0,59,1.3,1.9,273,285,4.3,3,17.0
44738.58,32.7,1.89,0.11,0,0.4,3.4,3.8,48.6,13,6,0,62,1.6,1.88,269,268,4.6,4.1,21.0
44738.63,32.4,1.87,0.11,0,0.6,2.9,3.5,37.4,11,5,0,64,1.3,1.86,265,270,4.2,3.9,26.0
44738.67,31.7,1.87,0.13,0,0.5,2.7,3.2,31.8,10,4,0,66,1.2,1.86,276,274,4,3.6,30.0
44738.71,30.9,1.87,0.15,0,0.5,4,4.5,29.5,13,5,0,69,1.2,1.87,280,271,2.8,2.6,31.0
44738.75,30.6,1.86,0.13,0,0.3,4,4.3,25.8,9,3,0,68,1,1.86,278,268,2.4,1.9,32.0
44738.79,30.3,1.89,0.18,0.03,0.5,6.1,6.7,19.5,9,6,0,68,1.2,1.92,272,276,1.7,2,31.0
44738.83,29.7,1.94,0.24,0.04,0.5,8,8.5,17.8,16,9,0,76,1.6,1.98,247,249,1.7,1.5,31.0
44738.88,28.5,1.96,0.23,0.04,0.6,8.1,8.8,14.4,22,13,0,83,2.2,2,247,243,2.4,1.5,29.0
44738.92,27.7,1.96,0.16,0.02,0.5,6.4,6.9,14.7,16,7,0,86,1.1,1.98,250,255,1.5,0.8,26.0
44738.96,27.2,1.95,0.14,0.02,0.4,5.8,6.2,13.1,14,3,0,87,0.8,1.97,265,276,0.9,1.2,24.0
44739.0,26.9,2.01,0.14,0.03,0,5.6,5.7,12.2,14,5,0,87,0.8,2.04,270,228,0.4,0.8,23.0
44739.04,26.9,2.06,0.14,0.04,A,A,A,9.3,12,5,0,88,0.8,2.1,258,258,0.8,0.7,21.0
44739.08,26.7,2.1,0.15,0.04,0.7,5.7,6.5,5.8,14,7,0,89,0.7,2.14,231,137,0.8,0.4,18.0
44739.13,26.8,2.06,0.15,0.05,1,4.6,5.7,5.4,17,7,0,88,0.7,2.11,199,134,0.9,0.3,18.0
44739.17,26.8,2.31,0.16,0.03,1,3.9,5,6.5,18,9,0,86,0.8,2.34,127,295,0.7,0.3,19.0
44739.21,26.5,2.05,0.17,0.05,1.4,4.9,6.3,6,21,9,0,85,0.8,2.1,307,88,0.7,0.1,22.0
44739.25,27.4,2.55,0.25,0.03,3.2,4.7,7.9,7.4,19,6,0,80,0.8,2.58,95,72,0.8,1.1,24.0
44739.29,28.7,2.34,0.35,0.05,4.2,6,10.2,12.3,13,8,0,74,0.9,2.39,78,213,0.7,0.6,24.0
44739.33,30.1,2.15,0.31,0.07,4.6,8.7,13.4,19.2,20,6,0,68,1.1,2.22,277,273,1.8,1.1,25.0
44739.38,31.2,1.95,0.19,0.06,3.1,6.7,9.9,28.5,19,3,0,62,1.1,2.01,275,301,2.5,1.5,23.0
44739.42,31.8,1.93,0.2,0.07,2,7.9,9.9,39.9,16,10,0,61,1.2,2,274,274,3.3,2.4,19.0
44739.46,31.9,1.89,0.37,0.06,3.9,13.4,17.4,30.1,23,11,0,62,7.4,1.95,284,299,2.7,2.2,21.0
44739.5,32,1.88,0.31,0.06,3.5,10.5,14.1,27,20,9,0,62,5.6,1.94,289,288,2.6,2.6,24.0
44739.54,32.3,1.9,0.44,0.03,4.4,12.4,16.8,32.7,26,11,0,62,7.4,1.93,286,295,3,2.7,25.0
44739.58,32.6,1.89,0.15,0.03,2.7,6.9,9.6,45.4,25,8,0,61,1.9,1.92,308,337,2.9,2.6,30.0
44739.63,32.4,1.88,0.12,0.02,1.5,5.3,6.9,39,16,6,0,61,1.2,1.9,318,325,2.4,2.6,29.0
44739.67,32.1,1.87,0.12,0.03,1.5,4.5,6.1,35.1,20,7,0,61,1.1,1.9,328,337,2.5,2.4,30.0
44739.71,31.4,1.87,0.15,0.04,1.6,4.9,6.6,29.3,16,5,0,64,0.9,1.91,324,323,3.1,2.6,31.0
44739.75,30.7,1.88,0.18,0.05,1.1,6.3,7.5,24,12,5,0,67,1.1,1.93,346,8,1.8,1.7,31.0
44739.79,30.1,1.88,0.17,0.05,0.8,7,7.8,19.8,11,5,0,69,1,1.93,337,315,2.2,1.8,30.0
44739.83,29.8,1.89,0.18,0.07,0.7,8.5,9.2,17.1,16,6,0,71,1,1.96,359,55,1.3,1.5,29.0
44739.88,29.7,1.91,0.19,0.07,0.9,8.9,9.9,15.1,12,4,0,71,1.2,1.98,316,278,1.2,0.8,28.0
44739.92,28.9,2.01,0.25,0.28,1.5,12.3,13.9,8.8,21,3,0,78,1.1,2.29,152,136,1.3,0.9,26.0
44739.96,28.4,2.02,0.22,0.22,1.2,11.6,12.9,8.5,20,5,0,81,1.2,2.24,140,223,0.9,0.9,21.0
44740.0,28.2,2.03,0.21,0.19,0.9,10.2,11.2,8.6,17,6,0,81,1.1,2.22,213,252,1.4,0.4,18.0
44740.04,27.8,2.01,0.27,0.13,1.3,9.1,10.4,8,15,7,0,83,1.1,2.14,144,109,1.1,0.7,17.0
44740.08,27.5,3.72,0.2,0.08,1.5,7.5,9,6.3,16,11,0,83,0.9,3.8,110,90,1.4,1.1,18.0
44740.13,27.2,5.55,0.19,0,1.7,6.8,8.6,6,21,10,0,84,0.9,5.53,100,92,1.1,0.9,21.0
44740.17,27.1,3.16,0.21,0.11,1.9,7.5,9.5,4.5,20,7,0,85,1.1,3.27,197,106,0.5,0.2,24.0
44740.21,27.1,2.32,0.24,0.18,2.2,7.8,10.1,5.8,22,6,0,84,1,2.5,108,118,1.5,1.3,24.0
44740.25,27.7,2.03,0.3,0.22,5,8.1,13.2,7,25,9,0,82,1.7,2.25,96,69,1.1,1.1,24.0
44740.29,29,1.97,0.34,0.12,4.6,8,12.6,17.3,23,8,0,77,1.2,2.09,89,329,0.8,0.6,23.0
44740.33,30.1,2.04,0.41,0.14,3.7,12.3,16,29.1,22,11,0,73,1.3,2.18,305,345,1.5,1,23.0
44740.38,31.3,1.89,0.25,0.05,2.1,8.4,10.5,42,25,9,0,65,1.8,1.94,336,337,2.4,1.5,25.0
44740.42,31.7,1.89,0.2,0.07,1.4,6.9,8.3,43.9,25,#,0,65,1.2,1.96,330,338,2.3,1.8,27.0
44740.46,31.8,1.88,0.16,0.05,#,#,#,47.9,#,6,0,66,1.1,1.93,331,307,2.8,2,28.0
44740.5,32.1,1.88,0.14,0.03,#,#,#,50.6,21,9,0,64,1,1.91,328,324,2.5,1.9,27.0
44740.54,32.4,1.87,0.13,0.01,0.6,4.2,4.8,48.6,14,8,0,63,1,1.88,323,309,3.5,2.2,28.0
44740.58,32.6,1.86,0.12,0.02,0.8,4.5,5.3,48.3,18,11,0,63,1,1.88,331,328,3.1,2.4,32.0
44740.63,32.5,1.86,0.11,0.03,0.7,4.4,5.2,44.8,21,7,0,66,1.1,1.89,347,4,3.5,2.8,37.0
44740.67,31.7,1.86,0.12,0.04,1,4.7,5.7,40.9,20,5,0,70,1.1,1.9,348,327,3,2.6,41.0
44740.71,31,1.87,0.18,0.06,0.8,5.8,6.6,36.2,23,14,0,73,1.1,1.93,351,0,2.7,2.1,42.0
44740.75,30.4,1.88,0.2,0.05,0.5,6.8,7.3,35,28,12,0,77,1.2,1.93,336,321,1.9,1.8,42.0
44740.79,30.1,1.89,0.19,0.04,0.2,6.6,6.8,35.4,25,12,0,79,1.3,1.93,343,7,1.4,1.5,41.0
44740.83,29.8,1.91,0.23,0.07,0.4,7.8,8.2,30.8,24,9,0,79,1.3,1.98,346,251,2.3,0.6,39.0
44740.88,28.2,1.95,0.18,0.05,0.6,6.9,7.5,28,12,6,0,80,1,2,254,255,0.9,1.2,37.0
44740.92,28.3,1.94,0.18,0.06,0.6,6.5,7.1,28.1,16,5,0,79,1,2,162,131,1.1,0.6,34.0
44740.96,28.1,2.02,0.21,0.1,0.3,6.8,7.2,25.4,17,6,0,80,1.2,2.12,233,248,1.8,0.7,31.0
44741.0,27.2,2.04,0.15,0.04,0.5,5.8,6.3,21.7,17,5,0,82,1,2.08,252,276,1.2,1.3,30.0
44741.04,27.1,2,0.14,0.04,0.4,5.1,5.5,20,21,8,0,82,0.8,2.04,244,273,1.2,0.4,28.0
44741.08,26.9,2.05,0.14,0.03,0.3,4.6,5,18.2,16,3,0,83,0.8,2.08,254,133,1.3,0.7,26.0
44741.13,26.9,2.14,0.15,0.07,0.3,5.2,5.6,15,21,3,0,84,0.8,2.21,252,262,0.6,0.4,23.0
44741.17,26.9,2.1,0.16,0.07,0.4,5.4,5.9,14.1,21,7,0,84,0.9,2.17,259,339,0.7,0.9,21.0
44741.21,26.8,2.15,0.17,0.06,0.8,7.2,8,9.7,22,7,0,84,0.8,2.21,272,240,1.3,1,20.0
44741.25,27,2.15,0.21,0.06,2.8,7.9,10.7,9,24,9,0,84,1.1,2.21,254,254,1.3,1.7,20.0
44741.29,28.2,2.14,0.27,0.06,3.8,7.2,11,16.8,28,11,0,80,1.3,2.2,260,247,1.4,1,21.0
44741.33,29.7,2.05,0.31,0.08,4.2,10.3,14.6,23.6,34,14,0,74,1.8,2.13,255,257,2.4,2,24.0
44741.38,31.1,2,0.27,0.09,2.6,10,12.7,46.5,31,12,0,67,1.6,2.09,272,312,1.8,1.6,28.0
44741.42,31.8,1.96,0.29,0.11,1.8,11.6,13.5,49.8,35,19,0,69,2.3,2.07,279,273,3.4,2.9,31.0
44741.46,31.2,1.89,0.19,0.09,1.7,10.4,12.1,42.5,34,14,0,74,1.6,1.98,286,298,3.9,3.3,37.0
44741.5,29.9,1.88,0.16,0.04,1.3,7.1,8.4,45.8,23,13,1,83,1.1,1.92,321,297,2.9,2.3,39.0
44741.54,31.2,1.88,0.14,0.01,1.2,5.9,7.1,47.8,22,12,0,77,1.1,1.89,333,348,3.9,3,40.0
44741.58,30.4,1.87,0.13,0.01,0.8,5,5.9,42.5,23,13,2,79,1,1.88,321,330,2.7,3.2,40.0
44741.63,26.2,1.91,0.16,0.18,1.1,8.5,9.7,30.5,13,9,54.5,93,1,2.09,139,123,1.7,1.3,39.0
44741.67,24.6,2,0.21,0.2,1.4,10.4,11.9,27.7,13,7,19,99,1,2.2,138,120,2.4,1.8,38.0
44741.71,25.1,2.07,0.36,0.14,2.2,13.5,15.8,20.6,17,6,1.5,95,1,2.21,127,129,1.3,2.1,38.0
44741.75,25.3,2.12,0.33,0.1,2,12.8,14.9,20.3,9,3,3,93,1.1,2.22,110,129,1.6,1.3,35.0
44741.79,25.2,2.05,0.33,0.16,1.4,15.7,17.1,14.9,15,5,2,94,1,2.21,262,264,1.6,0.7,31.0
44741.83,25.1,1.98,0.23,0.12,0.8,14.2,15,16.5,20,4,0,94,1.1,2.1,290,291,0.8,0.7,29.0
44741.88,25.4,2,0.33,0.16,1.1,12.9,14,14.1,18,6,0,91,1.1,2.16,72,358,1.3,0.9,25.0
44741.92,25.6,1.97,0.3,0.12,1,11.5,12.6,11.9,20,6,0,89,0.9,2.09,91,110,1.7,1,22.0
44741.96,25.7,2.15,0.27,0.17,0.8,10.3,11.1,10.6,21,3,0,88,0.9,2.32,125,137,1.1,0.4,22.0
44742.0,24.9,2.98,0.2,0.09,0.6,8.2,8.8,8.7,23,3,0,90,1,3.07,110,131,0.8,0.8,19.0
44742.04,24.9,2.37,0.18,0.17,1.6,7.1,8.8,7.8,25,2,0,89,0.7,2.54,112,113,1.3,0.7,19.0
44742.08,24.6,2.15,0.13,0.22,0.6,4.9,5.5,8.8,21,1,0,89,0.7,2.37,113,106,0.9,1,20.0
44742.13,24.4,2.73,0.15,0.1,0.4,4.1,4.5,7.1,21,5,0,90,0.6,2.83,126,134,1.2,1.1,20.0
44742.17,24.4,2.71,0.14,0.05,0.7,4.7,5.5,7,21,6,0,89,0.5,2.76,83,112,1,0.1,20.0
44742.21,24.3,3.17,0.16,0.09,2,5.1,7.1,5.4,24,4,0,88,0.7,3.26,117,116,1.4,0.9,20.0
44742.25,25.1,2.57,0.28,0.16,5.1,6.1,11.3,5.8,23,2,0,85,0.9,2.73,107,91,0.9,0.9,20.0
44742.29,26.8,2.31,0.45,0.13,7,8.1,15.2,11,22,5,0,79,1.1,2.44,84,249,1.2,0.1,21.0
44742.33,29.7,2.15,0.38,0.13,5.9,11.9,17.9,19.1,29,9,0,69,1.4,2.28,245,104,1.3,0.8,22.0
44742.38,31.5,2.04,0.35,0.29,5.8,15.1,20.9,33.3,32,9,0,63,1.9,2.33,254,294,0.9,1,23.0
44742.42,33.2,1.95,0.28,0.15,2.1,12.1,14.2,56.5,32,15,0,59,1.3,2.1,267,270,2.7,1.1,25.0
44742.46,33.4,1.9,0.22,0.1,1,9.7,10.8,64.7,32,15,0,59,1.3,2,266,270,1.8,1.9,26.0
44742.5,33.9,1.88,0.19,0.06,0.6,7.8,8.5,64.8,25,13,0,60,1,1.94,299,336,2.6,2.3,30.0
44742.54,33.7,1.87,0.16,0.08,0.8,7.1,7.9,60.4,29,10,0,61,0.9,1.95,305,294,3.1,2.3,32.0
44742.58,33.6,1.86,0.14,0.06,0.9,6.2,7.2,58.5,22,11,0.5,63,0.9,1.92,274,269,3,2.7,36.0
44742.63,34.2,1.87,0.15,0.07,1,6.6,7.6,63,25,12,0,58,1,1.94,283,319,2.1,2.3,43.0
44742.67,34.9,1.88,0.18,0.13,1.1,8.9,10,54.1,28,10,0,53,1.1,2.01,281,280,3.1,2.5,48.0
44742.71,33.3,1.89,0.25,0.16,1.5,12.8,14.4,37.6,21,10,0,59,1.2,2.05,278,271,2.8,2.7,54.0
44742.75,32.2,1.89,0.31,0.16,1.1,14.1,15.3,31.2,26,10,0,63,1.1,2.05,308,339,1.3,1.4,58.0
44742.79,30.9,1.93,0.34,0.16,1,16.1,17.1,18.8,36,11,0,72,1.5,2.09,256,239,1.9,1.7,50.0
44742.83,29.8,1.94,0.27,0.12,1.1,18.3,19.5,12.5,37,17,0,81,2,2.06,240,234,1.7,1.5,44.0
44742.88,29.2,1.99,0.3,0.14,1.1,16.4,17.5,11.8,40,14,0,83,1.9,2.13,232,128,1.5,1.1,39.0
44742.92,29.1,2.03,0.38,0.2,1.3,17.5,18.8,8.1,39,12,0,83,2.4,2.23,209,154,1.1,0.7,41.0
44742.96,28.4,2.07,0.38,0.18,0.8,15.9,16.8,6.8,38,17,0,84,2.5,2.25,245,255,1.5,0.9,41.0
44743.0,27.9,2.19,0.36,0.13,0.9,15.1,16.1,7.8,33,17,0,87,1.7,2.32,245,243,1.3,1.7,44.0
44743.04,27.9,2.11,0.28,0.15,1,9.2,10.2,12.8,39,18,0,87,1.4,2.26,126,84,0.8,0.6,44.0
44743.08,27.9,2.23,0.28,0.19,0.6,9.8,10.4,10.3,30,15,0,87,1.6,2.42,218,243,1.8,0.3,47.0
44743.13,27.4,3.28,0.27,0.15,0.7,9.6,10.4,6.9,34,18,0,88,1.4,3.43,129,90,1.1,0.3,49.0
44743.17,27.5,2.95,0.27,0.18,0.7,7.9,8.6,9.8,34,19,0,87,1.6,3.13,75,78,0.5,0.6,51.0
44743.21,27.5,2.75,0.33,0.2,1.8,9.4,11.2,6.8,36,19,0,87,1.5,2.95,250,249,0.8,0.5,52.0
44743.25,27.4,2.75,0.35,0.17,5.1,10.1,15.2,6.5,41,24,0,89,1.3,2.92,202,142,0.7,0.4,54.0
44743.29,28.6,2.2,0.46,0.16,5,10.5,15.5,13.9,42,18,0,85,1.6,2.36,192,53,0.8,0.2,58.0
44743.33,32,2,0.33,0.09,3.4,9.7,13.1,33.6,36,14,0,67,1.8,2.09,245,247,1.9,0.8,59.0
44743.38,33.7,1.93,0.21,0.04,1.7,7.5,9.2,48.8,30,12,0,58,2.7,1.97,270,288,1.8,1.2,57.0
44743.42,34.9,1.93,0.19,0.06,1.3,7.1,8.4,61.9,32,15,0,53,1.9,1.99,266,260,3.2,1.9,54.0
44743.46,35.1,1.92,0.22,0.05,0.8,6,6.9,72.9,30,15,0,51,1.6,1.97,274,272,3.6,2.8,52.0
44743.5,34.4,1.97,0.25,0.07,0.8,8.3,9.1,85.7,40,25,0,57,2.4,2.04,272,279,4.6,3.5,51.0
44743.54,33.7,1.94,0.24,0.05,1.1,8.5,9.6,68.2,33,23,0,58,3.5,1.99,296,98,3.7,1.8,55.0
44743.58,30.2,1.96,0.26,0.12,2.5,16.1,18.7,46.7,27,19,0,71,2.2,2.08,107,100,2.8,3.2,59.0
44743.63,29.8,2.04,0.21,0.15,1.9,9.9,11.8,37.7,16,6,0,69,1.4,2.19,111,124,1.5,1.8,61.0
44743.67,32.4,1.94,0.23,0.11,1.6,10.5,12.1,39.7,20,6,0,60,1.6,2.05,253,263,1.8,0.7,57.0
44743.71,31.8,1.93,0.28,0.2,2,10.9,12.9,31.1,14,7,0,62,1.3,2.13,137,145,1.5,1.2,58.0
44743.75,30.8,1.96,0.25,0.07,1.5,10.1,11.6,26.8,14,x,0,67,1.1,2.03,223,248,1.9,0.4,51.0
44743.79,29.8,1.96,0.28,0.1,0.9,11,12,19.1,26,8,0,74,1.1,2.06,246,145,1.3,1.2,47.0
44743.83,29.4,2.15,0.31,0.11,1.5,11.7,13.2,15.7,24,8,0,75,1.3,2.26,123,94,1.3,1.2,42.0
44743.88,29.1,2.79,0.3,0.08,1.6,11.1,12.7,13.3,21,8,0,75,1.1,2.87,189,252,1.4,0.4,42.0
44743.92,28.8,2.08,0.22,0.05,1,10.6,11.7,10.9,21,7,0,79,1.1,2.13,265,245,1.6,1.2,42.0
44743.96,28.6,2.09,0.2,0.03,1,9.6,10.6,11,17,8,0,81,1.1,2.12,231,148,0.9,0.8,34.0
44744.0,28.5,2.05,0.18,0.04,0.8,6.7,7.5,12,23,5,0,80,1,2.09,139,131,1.3,0.5,33.0
44744.04,28.4,2,0.14,0.02,0.6,4.1,4.7,14.8,21,9,0,80,1.1,2.02,130,103,0.9,0.7,29.0
44744.08,28.3,2.13,0.15,0.02,0.5,4.4,5,12.9,17,7,0,80,0.9,2.15,247,261,0.9,0.4,27.0
44744.13,27.9,2.1,0.15,0.07,0.5,4.5,5,16.1,21,8,0,82,1,2.17,82,37,1.1,0.7,26.0
44744.17,27.6,1.96,0.14,0.09,0.5,3.4,4,17.8,20,7,0,82,1.2,2.05,105,116,1.3,1.2,26.0
44744.21,27.3,2.27,0.18,0.06,1,4.7,5.7,10.7,23,8,0,83,1.2,2.33,144,133,1.3,0.5,27.0
44744.25,27.6,2.26,0.25,0.09,2.5,6.8,9.3,8.4,29,9,0,83,1.2,2.35,95,74,1,0.8,27.0
44744.29,28.3,2.06,0.29,0.1,3.3,7.8,11.1,14.3,23,9,0,79,1.3,2.16,91,116,1,0.6,25.0
44744.33,29.5,2.1,0.4,0.16,4.8,12,16.8,17.9,35,10,0,76,1.5,2.26,247,259,1.4,1,26.0
44744.38,30.6,2.17,0.43,0.18,9.9,20.6,30.5,19.9,41,14,0,72,1.8,2.35,263,270,1.5,1,27.0
44744.42,32.8,1.96,0.29,0.08,3.8,12.5,16.4,34.6,27,11,0,61,2,2.04,357,36,1.8,0.7,33.0
