time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi
45023.79,19.9,2.14,0.54,0.12,0.2,14,14.3,29.7,23,12,0,67,1.4,2.26,353,345,1.9,1.7,33.0
45023.83,19.4,2.13,0.47,0.08,0,11.8,11.9,34,22,12,0,67,1.4,2.21,355,356,1.7,1.8,33.0
45023.88,19.2,2.12,0.45,0.07,0.1,11.1,11.2,34.9,22,14,0,67,1.3,2.19,2,15,2,1.6,34.0
45023.92,19.5,2.13,0.45,0.06,0.2,10.9,11.2,35.7,21,14,0,64,1.4,2.19,353,358,1.6,1.5,35.0
45023.96,19.3,2.13,0.4,0.04,0.1,9.5,9.6,40.3,18,11,0,63,1.5,2.17,2,3,1.7,1.6,36.0
45024.0,18.9,2.13,0.38,0.03,0.2,6.6,6.9,44.1,21,11,0,64,1.2,2.16,0,6,2.1,1.6,37.0
45024.04,18.8,2.15,0.37,0.03,0.9,5.2,6.2,44.4,22,13,0,64,1.1,2.18,347,353,2,1.5,37.0
45024.08,18.8,2.14,0.35,0.03,0.8,4.4,5.2,43,24,15,0,64,1.2,2.17,8,339,1.7,1.2,38.0
45024.13,18.6,2.12,0.32,0.03,0.7,4.3,5,46.7,38,19,0,57,1.3,2.15,359,8,1.8,1.7,40.0
45024.17,19,2.12,0.32,0.04,0.8,3.8,4.7,46.2,42,16,0,55,1.3,2.16,5,13,2.3,1.4,44.0
45024.21,18.9,2.11,0.31,0.03,1,3.6,4.7,49.1,53,25,0,54,1.2,2.14,13,18,2.7,1.9,48.0
45024.25,19,2.11,0.36,0.05,0.9,5.2,6.1,47.1,58,21,0,55,1.3,2.16,22,50,1.6,1.5,54.0
45024.29,19,2.11,0.41,0.06,1,8.2,9.3,47.2,68,26,0,55,1.3,2.17,346,21,2.6,1.7,56.0
45024.33,19.2,2.11,0.45,0.07,1,9.7,10.8,49.8,79,25,0,51,1.4,2.18,5,29,1.3,1.6,60.0
45024.38,20.4,2.14,0.53,0.11,2.3,13.7,16,41.5,70,26,0,52,1.4,2.25,262,270,2.2,0.8,64.0
45024.42,20.4,2.13,0.48,0.09,1.8,14.3,16.1,49.5,77,31,0,49,1.6,2.22,345,351,1.8,1.6,66.0
45024.46,20.8,2.14,0.48,0.1,1.7,13.2,15,48.6,73,31,0,50,1.6,2.24,342,328,1.5,1.5,70.0
45024.5,21,2.12,0.46,0.1,1.5,13.5,15.1,46.1,70,29,0,50,1.6,2.22,345,353,2.3,1.6,74.0
45024.54,21.5,2.1,0.44,0.08,2,12,14.1,45.6,60,24,0,49,1.5,2.18,6,10,2.7,1.9,77.0
45024.58,22.5,2.09,0.41,0.08,1.9,10.9,12.8,46.8,63,20,0,49,1.5,2.17,358,339,2.1,1.5,78.0
45024.63,22.9,2.07,0.37,0.07,1.7,9.2,11,48.8,59,20,0,47,1.5,2.14,340,347,2.1,2,75.0
45024.67,22.4,2.07,0.38,0.08,1.5,10.3,11.9,47.4,54,20,0,48,1.7,2.15,342,334,2.5,2.2,71.0
45024.71,21.2,2.07,0.42,0.08,1.3,14,15.3,41.7,54,22,0,51,2,2.15,357,354,2.3,2.3,69.0
45024.75,20.7,2.11,0.48,0.11,1.1,16.3,17.4,36.2,48,18,0,53,1.8,2.22,355,349,1.5,1.1,68.0
45024.79,20.1,2.13,0.49,0.12,1,17.3,18.3,31.8,46,19,0,55,2,2.25,351,333,0.7,1.1,67.0
45024.83,19.4,2.17,0.57,0.15,1.3,22.6,23.9,24.3,46,19,0,57,2.1,2.32,312,333,1,1.2,66.0
45024.88,19.1,2.19,0.53,0.14,1.1,21.1,22.2,24.6,49,18,0,58,2.1,2.33,286,249,1.2,0.8,65.0
45024.92,18.5,2.17,0.43,0.12,1.1,18.2,19.4,24.8,39,15,0,61,1.8,2.29,257,271,0.3,0.9,63.0
45024.96,18.8,2.18,0.45,0.13,1,17.9,19,23,43,17,0,60,1.8,2.31,150,260,0.6,0.4,61.0
45025.0,18.9,2.23,0.45,0.12,1.2,17.4,18.7,21,45,21,0,62,1.8,2.35,247,254,1,0.6,59.0
45025.04,18.6,2.29,0.42,0.11,1.2,17.4,18.6,18,41,20,0,65,1.2,2.4,269,304,0.6,1,58.0
45025.08,19,2.37,0.46,0.14,1.3,17,18.3,14.9,42,23,0,65,1.2,2.51,131,92,0.5,0.1,59.0
45025.13,19.5,2.49,0.47,0.16,1.3,14.4,15.7,21.9,46,25,0,76,1.2,2.65,127,249,0.7,0.3,61.0
45025.17,18.8,2.5,0.42,0.15,1.4,15.7,17.1,11.4,43,19,0,73,1.2,2.65,242,243,0.5,1,65.0
45025.21,18.9,2.44,0.43,0.13,1.6,15.3,17,10.8,46,26,0,72,1.4,2.57,253,268,0.7,0.5,64.0
45025.25,19.1,2.47,0.49,0.14,3.3,16.6,20,9.5,49,26,0,72,1.4,2.61,274,263,1.2,1,66.0
45025.29,19.6,2.43,0.51,0.18,5.5,17.8,23.3,12.9,52,24,0,72,1.6,2.61,262,247,1.1,1.1,68.0
45025.33,20.3,2.33,0.48,0.13,5.3,16,21.3,24.5,61,29,0,69,1.7,2.46,256,248,1.1,1.2,68.0
45025.38,21.4,2.18,0.43,0.06,3,9.6,12.7,43.9,59,27,0,65,2.1,2.24,252,265,0.8,1.3,72.0
45025.42,23.1,2.16,0.38,0.03,1.8,5.9,7.7,59.1,58,28,0,61,2.1,2.19,263,268,2.6,1.8,73.0
45025.46,24.4,2.13,0.35,0.03,1.4,4.4,5.9,67.9,55,28,0,55,2,2.16,265,258,2.4,2.1,75.0
45025.5,25.4,2.14,0.36,0.03,1.4,5,6.5,74.8,54,29,0,51,2.2,2.17,276,269,3,2.4,78.0
45025.54,25.8,2.15,0.35,0.02,1.4,5,6.5,77.6,58,32,0,50,2.6,2.17,264,264,2.5,2.6,78.0
45025.58,25.9,2.12,0.32,0.02,1.3,5.6,7,79.7,57,25,0,48,2.4,2.14,268,282,3.6,2.8,81.0
45025.63,25.4,2.1,0.31,0.02,1.5,6.3,7.9,78.1,54,21,0,48,1.9,2.12,317,328,2.6,2.5,81.0
45025.67,24.8,2.09,0.29,0.02,1.3,5.5,6.9,73.6,42,20,0,49,1.7,2.11,327,323,2.1,1.9,78.0
45025.71,24.1,2.09,0.3,0.04,1.2,7.3,8.6,65.5,42,13,0,51,1.7,2.13,318,337,1.7,1.8,97.0
45025.75,23.6,2.1,0.33,0.05,1.1,9.8,11,51.8,42,19,0,54,1.8,2.15,339,347,1.3,1.1,104.0
45025.79,23.4,2.15,0.39,0.07,1.1,11.3,12.4,43.7,41,14,0,56,1.7,2.22,300,267,1.4,1,101.0
45025.83,22.5,2.21,0.43,0.11,1.4,17.2,18.6,31.3,42,19,0,63,1.8,2.32,241,236,1.4,1.2,93.0
45025.88,22,2.32,0.41,0.09,1.4,17.7,19.1,25.6,46,20,0,68,1.7,2.41,258,264,0.9,1.2,74.0
45025.92,21.8,2.24,0.4,0.09,1.2,17.7,19,24.5,48,22,0,67,1.5,2.33,260,273,0.6,0.6,62.0
45025.96,21.6,2.3,0.39,0.08,1.2,16.3,17.5,25.5,52,19,0,69,1.5,2.38,249,238,1.6,1.3,63.0
45026.0,21.4,2.24,0.31,0.04,1.3,9.3,10.7,40.3,58,18,0,70,1.7,2.28,243,239,1.7,1.1,63.0
45026.04,21,2.15,0.21,0.01,0.9,3.7,4.7,50,49,15,0,71,1.6,2.16,256,280,0.8,0.9,62.0
45026.08,21,2.11,0.19,0.02,0.9,3,3.9,50.8,41,14,0,72,1.6,2.13,165,121,0.8,0,59.0
45026.13,21.1,2.06,0.18,0.02,0.7,2.9,3.7,50.1,38,11,0,72,1.5,2.08,136,139,1.9,1,55.0
45026.17,21,2.05,0.2,0.03,0.9,3.6,4.6,49.3,36,12,0,72,1.3,2.08,141,143,1.8,1.5,51.0
45026.21,20.9,2.04,0.22,0.06,1.2,5.9,7.1,47.9,38,12,0,72,1.2,2.1,138,138,1.1,1,47.0
45026.25,21.1,2.05,0.32,0.12,1.2,7.8,9,45.5,36,13,0,71,1.1,2.17,137,134,0.9,0.7,46.0
45026.29,21.6,2.06,0.38,0.11,1.8,10.3,12.1,43.7,36,10,0,69,1.1,2.17,236,262,1,0.3,45.0
45026.33,22,2.03,0.29,0.06,1.7,8.8,10.5,48.4,40,14,0,66,1.7,2.09,252,258,1.3,1.2,44.0
45026.38,22.9,2.02,0.26,0.05,1.7,7,8.8,53.9,36,11,0,62,1.5,2.07,251,267,1.7,1,44.0
45026.42,24.2,2.02,0.25,0.04,1.5,5.9,7.5,60.5,31,10,0,55,1.5,2.06,272,248,1.8,1.3,44.0
45026.46,25.6,2.04,0.26,0.04,1.2,5.5,6.7,65.5,36,16,0,49,1.5,2.08,283,291,2.1,1.5,45.0
45026.5,25.9,2.04,0.37,0.09,1.8,11.4,13.3,66.9,60,26,0,55,2.6,2.13,287,311,3.2,2.9,47.0
45026.54,25.6,2.03,0.29,0.05,1.9,11.5,13.4,67.6,57,23,0,54,3.4,2.08,280,292,3.2,3.4,50.0
45026.58,25.5,2.02,0.27,0.05,1.6,8.5,10.1,67,44,10,0,47,3,2.07,275,269,3.9,3.1,54.0
45026.63,24.6,2.03,0.34,0.1,1.9,12.5,14.5,56.3,50,20,0,45,4.3,2.13,260,265,3.5,3.7,64.0
45026.67,24,2.03,0.28,0.09,1.8,15.7,17.6,52.1,47,12,0,43,4.2,2.12,268,273,2.2,2.4,67.0
45026.71,23.8,2.04,0.39,0.14,1.2,14.1,15.3,54.3,45,14,0,45,1.9,2.18,249,245,2.3,1.8,71.0
45026.75,23.4,2.07,0.4,0.13,1.3,13.5,14.8,51.7,48,24,0,45,2.3,2.2,241,238,1,1.8,71.0
45026.79,23.2,2.12,0.46,0.23,1.2,16.3,17.5,41.3,40,17,0,46,1.6,2.35,134,139,1.3,0.4,67.0
45026.83,22.9,2.14,0.53,0.28,1.6,20.2,21.8,33.4,46,15,0,51,2,2.42,149,261,0.8,0.6,58.0
45026.88,22,2.39,0.57,0.34,1.7,29.3,31.1,15.1,55,24,0,59,1.7,2.73,178,140,1.3,0.4,55.0
45026.92,21.5,2.35,0.49,0.22,1.6,21.2,22.9,23.5,41,20,0,60,1.4,2.57,109,116,0.3,0.5,59.0
45026.96,21.2,2.58,0.42,0.2,1.1,16.5,17.6,25.2,37,16,0,62,1.1,2.78,121,121,0.9,0.5,59.0
45027.0,20.9,2.44,0.33,0.31,1.1,10,11.2,30.5,41,19,0,64,1.3,2.75,124,130,0.7,0.9,58.0
45027.04,20.4,2.44,0.23,0.14,0.8,4.6,5.4,36.7,35,15,0,65,1.3,2.58,117,115,0.7,0.8,59.0
45027.08,19.9,2.5,0.29,0.12,0.9,9.2,10.1,21.7,34,18,0,73,1.2,2.62,222,144,0.3,0.2,55.0
45027.13,19.5,2.53,0.28,0.13,0.9,10.3,11.2,17.9,36,16,0,78,1.4,2.66,256,258,1.1,0.9,56.0
45027.17,19.8,2.32,0.25,0.08,0.9,8.3,9.2,25.3,38,20,0,74,1.6,2.4,278,227,0.2,0.3,55.0
45027.21,20,2.41,0.32,0.22,1.3,11.1,12.5,18.5,37,18,0,70,1.4,2.63,120,118,1.1,0.8,56.0
45027.25,20.5,2.31,0.4,0.25,2,13.7,15.7,21.9,35,13,0,65,1.9,2.56,105,97,0.3,0.2,58.0
45027.29,21.5,2.4,0.68,0.27,8.2,22.2,30.5,16.9,40,18,0,62,1.6,2.67,184,157,1,0.1,55.0
45027.33,23.5,2.18,0.71,0.27,12.2,25.9,38.1,27.1,42,13,0,50,1.8,2.45,109,59,0.7,0.6,56.0
45027.38,24.9,2.11,0.45,0.16,3.5,16.3,19.9,48,36,16,0,46,1.9,2.27,267,245,1.9,0.6,53.0
45027.42,25.7,2.09,0.39,0.11,2.6,13.1,15.7,56,42,18,0,46,1.9,2.2,270,283,2,1.8,52.0
45027.46,26.7,2.11,0.39,0.11,2.7,15.2,17.9,62.7,46,18,0,45,2.1,2.22,270,276,2.5,1.9,53.0
45027.5,27.1,2.08,0.4,0.09,1.7,12.3,14.1,74.6,49,21,0,49,2.8,2.17,273,282,2.6,2.4,53.0
45027.54,27.6,2.06,0.33,0.06,1.1,9.3,10.4,83.3,47,25,0,48,2.3,2.12,270,278,2.5,2.3,56.0
45027.58,28.1,2.04,0.28,0.05,1.1,7.3,8.5,74.9,38,17,0,44,1.9,2.09,278,275,3,2.6,60.0
45027.63,27.9,2.03,0.28,0.07,1.1,7.2,8.4,64.5,38,17,0,46,1.7,2.1,268,273,3.6,2.9,60.0
45027.67,27.5,2.03,0.31,0.11,1.3,8.9,10.2,55.1,38,15,0,48,1.5,2.14,271,274,2.6,2.7,71.0
45027.71,26.8,2.05,0.44,0.16,1.3,11.6,12.9,45.4,41,22,0,50,1.5,2.21,277,277,2.4,2.4,80.0
45027.75,25.6,2.05,0.39,0.13,1.2,13.8,15,34.6,32,9,0,55,1.4,2.18,270,270,2,2.3,80.0
45027.79,25,2.07,0.38,0.1,1.1,12.4,13.6,33.6,28,13,0,58,1.6,2.17,266,264,1.8,1.7,71.0
45027.83,24.8,2.1,0.4,0.12,1,11.1,12.2,34,27,14,0,56,1.6,2.22,267,303,0.5,1.1,61.0
45027.88,24.5,2.46,0.67,0.43,2.6,24,26.7,13.4,42,18,0,62,1.7,2.89,125,127,1.1,0.9,51.0
45027.92,24,2.29,0.55,0.4,2.4,20.2,22.7,14.1,34,12,0,64,1.5,2.69,126,129,0.4,0.7,50.0
45027.96,23.5,2.51,0.5,0.33,1.5,18.3,19.8,13.1,29,15,0,67,1.4,2.84,142,138,0.9,0.4,51.0
45028.0,22.6,2.45,0.62,0.21,1,16.5,17.6,14.3,33,18,0,71,1.6,2.66,126,102,0.5,0.9,51.0
45028.04,22,2.46,0.38,0.13,1.1,11.6,12.8,15.4,31,12,0,75,1.2,2.59,245,258,0.2,0.3,52.0
45028.08,22,2.64,0.33,0.2,0.9,10.2,11.1,14.5,32,14,0,76,1.2,2.84,132,119,0.4,0.3,48.0
45028.13,21.9,2.21,0.31,0.13,1,8.5,9.6,15.5,30,11,0,76,1.2,2.34,104,128,0.9,0.6,48.0
45028.17,21.2,2.53,0.33,0.2,1.7,11.4,13.1,8.8,30,18,0,81,1.3,2.73,242,34,0.2,0.2,45.0
45028.21,20.9,2.44,0.36,0.17,2,13.2,15.3,6.3,36,12,0,83,1,2.61,243,241,0.3,0.4,46.0
45028.25,20.8,2.26,0.42,0.16,4.8,15,19.9,6.9,35,17,0,83,1.2,2.42,253,262,1.2,0.6,44.0
45028.29,21.8,2.34,0.62,0.18,11.8,16.1,27.9,8.5,43,22,0,81,2,2.52,280,340,0.7,0.8,47.0
45028.33,24,2.18,0.44,0.13,5.5,13.8,19.3,28.2,40,15,0,70,1.7,2.31,352,15,3.5,1.9,53.0
45028.38,25.4,2.03,0.29,0.05,2,7.7,9.7,42.4,35,13,0,63,1.6,2.08,4,0,1.9,1.7,52.0
45028.42,26.9,2.03,0.27,0.06,1.7,6.5,8.3,51.9,34,16,0,55,1.5,2.09,346,320,2.4,1.4,52.0
45028.46,27.8,2.07,0.32,0.07,1.2,6.1,7.3,64.3,40,17,0,51,1.7,2.14,335,304,2.8,2.1,52.0
45028.5,28.4,2.15,0.38,0.11,1.4,8.9,10.3,77.4,51,29,0,54,2.1,2.26,331,338,2.9,2.5,50.0
45028.54,28,2.07,0.28,0.05,1.3,7.9,9.3,68.1,54,19,0,59,2,2.12,338,351,3.1,2.3,56.0
45028.58,27.5,2.04,0.25,0.05,1.4,7.3,8.7,60.3,50,21,0,61,1.6,2.09,318,321,3.3,2.6,58.0
45028.63,26.3,2.04,0.25,0.05,1.3,6.9,8.3,#,#,16,#,66,1.3,2.09,337,330,2.9,2.4,61.0
45028.67,25.8,#,#,#,#,#,#,39.4,45,#,#,69,#,#,341,4,3.1,2.4,61.0
45028.71,25.2,2.07,0.32,0.06,1.1,8.4,9.6,41.7,43,17,0,72,1.2,2.13,349,8,2.3,1.9,58.0
45028.75,24.5,2.09,0.44,0.11,1,12.3,13.4,36,59,22,0,78,1.2,2.2,1,15,1.5,1.5,58.0
45028.79,24.3,2.16,0.46,0.13,1,15.1,16.2,32,61,25,0,79,1.3,2.29,350,321,0.9,0.9,58.0
45028.83,24,2.17,0.45,0.14,0.9,16.4,17.4,27.6,61,27,0,79,1.5,2.31,346,319,0.8,0.9,63.0
45028.88,23.6,2.19,0.43,0.13,0.9,18,19,22.1,57,23,0,79,1.5,2.32,352,357,0.9,1,66.0
45028.92,23.1,2.28,0.46,0.15,1.1,19.4,20.5,16.5,52,19,0,81,1.6,2.43,289,250,1.3,1,68.0
45028.96,22.3,2.17,0.41,0.17,1,20.5,21.6,11.6,57,26,0,84,1.7,2.34,248,246,1.2,1,68.0
45029.0,21.9,2.26,0.37,0.14,1.1,20.7,21.9,8.5,56,28,0,86,1.4,2.4,239,239,1.5,1.2,69.0
45029.04,21.9,2.28,0.37,0.15,0.6,20.2,20.9,7.7,56,27,0,87,1.7,2.43,260,275,1.2,0.9,69.0
45029.08,21.8,2.27,0.36,0.15,0.6,20,20.6,6,58,27,0,87,1.6,2.42,261,237,0.2,0.4,72.0
45029.13,22.2,2.34,0.46,0.22,0.6,20,20.6,5.4,70,43,0,86,2,2.56,182,253,0.5,0.1,75.0
45029.17,21.6,2.45,0.39,0.18,1.9,20.7,22.6,2.5,62,30,0,88,1.8,2.63,249,250,0.3,0.9,83.0
45029.21,21.8,2.57,0.54,0.33,4.2,20.5,24.8,2.2,71,35,0,88,1.9,2.9,135,262,0.3,0.2,84.0
45029.25,21.8,2.6,0.65,0.33,11.4,21.1,32.5,2.7,80,52,0,88,2.1,2.93,269,276,1.6,0.7,88.0
45029.29,22.7,2.48,0.68,0.31,14.3,21.5,35.9,6.4,74,33,0,86,2.3,2.79,273,304,1.2,1.2,99.0
45029.33,24.1,2.2,0.49,0.13,3.7,14.1,17.8,29.4,67,38,0,81,1.8,2.33,350,40,1,0.4,97.0
45029.38,25.4,2.16,0.51,0.13,2.2,12.8,15,43.9,71,37,0,76,2,2.29,269,265,2.1,1.1,101.0
45029.42,26.7,2.14,0.45,0.12,1.7,13.3,15.1,59.3,78,46,0,69,2.1,2.26,259,274,1.7,1.7,103.0
45029.46,28.2,2.13,0.42,0.1,1.2,11,12.2,70.7,79,40,0,63,2.2,2.23,261,260,2.6,2.2,104.0
45029.5,28.6,2.11,0.4,0.09,0.7,10.1,10.9,82.2,104,48,0,63,2,2.2,275,275,3.5,2.9,108.0
45029.54,28.5,2.07,0.55,0.08,1.4,12.2,13.7,71.8,97,41,0,63,4.4,2.15,270,299,3.2,3.4,113.0
45029.58,28.1,2.06,0.31,0.07,1.1,10.4,11.5,64.9,94,37,0,65,1.7,2.13,294,328,2.7,2.6,116.0
45029.63,26.7,2.07,0.29,0.07,1,10.2,11.3,54.4,193,52,0,69,1.3,2.14,341,338,1.9,2,114.0
45029.67,25.9,2.06,0.33,0.09,1.2,13.7,14.9,46.7,222,66,0,71,1.4,2.15,343,309,1.8,1.6,119.0
45029.71,25.2,2.09,0.46,0.15,1.2,19.1,20.3,37.3,235,62,0,73,1.4,2.24,279,265,2.4,1.7,129.0
45029.75,24.3,2.12,0.57,0.22,1.3,27,28.3,23.5,240,65,0,78,1.4,2.34,289,304,1.4,1.4,139.0
45029.79,23.8,2.21,0.64,0.27,0.8,27.6,28.5,18.1,231,59,0,80,1.4,2.48,317,344,1.4,1.2,149.0
45029.83,22.9,2.13,0.45,0.22,0.6,21.3,21.9,21,198,55,0,84,1.3,2.35,13,16,1.8,1.5,152.0
45029.88,22.5,2.16,0.36,0.14,0.5,14.8,15.4,23.1,176,52,0,87,1.2,2.3,344,311,1.5,1.2,151.0
45029.92,22.5,2.21,0.39,0.12,0.4,14.7,15.1,19.8,139,44,0,86,1.2,2.33,320,337,0.7,0.7,151.0
45029.96,22.3,2.16,0.41,0.15,0.3,15.8,16.1,18.3,121,42,0,87,1.2,2.31,263,273,1.3,0.9,144.0
45030.0,22,2.15,0.34,0.14,0.2,12.4,12.6,21.8,98,35,0,88,1.1,2.29,250,243,0.4,0.5,139.0
45030.04,22,2.19,0.36,0.15,1,13.2,14.3,17.3,124,41,0,88,1.1,2.34,250,255,1.1,0.5,131.0
45030.08,21.5,2.36,0.35,0.16,0.9,13.4,14.4,13.5,99,33,0,90,1.2,2.52,256,186,0.3,0.6,127.0
45030.13,21.5,2.33,0.36,0.18,1.2,14.5,15.8,10.4,110,42,0,90,1.3,2.51,221,244,0.6,0.4,123.0
45030.17,21.2,2.37,0.34,0.17,1.7,16.5,18.2,5,102,35,0,91,1.4,2.54,265,268,0.3,0.7,122.0
45030.21,21.2,2.46,0.39,0.24,3.6,18.4,22.1,2.5,104,42,0,91,1.3,2.7,174,129,0.3,0.2,119.0
45030.25,21.2,2.55,0.46,0.25,11,16.9,28,2.8,104,42,0,91,1.3,2.8,264,269,1.3,1.2,117.0
45030.29,21.7,2.45,0.55,0.29,19.5,18.4,38,5.1,77,42,0,90,1.5,2.74,255,259,0.6,1.2,117.0
45030.33,23.3,2.33,0.55,0.29,15,20.9,35.9,13.2,97,47,0,84,2,2.62,251,263,1.9,1.2,116.0
45030.38,24.7,2.18,0.59,0.17,8.3,18.3,26.7,27,104,57,0,79,2.9,2.35,246,236,1.1,1.2,119.0
45030.42,26.9,2.11,0.55,0.18,4.7,15.2,19.9,41,102,57,0,66,3,2.29,251,256,2.4,1.4,124.0
45030.46,29.1,2.05,0.38,0.09,2.5,9.8,12.3,54.6,76,33,0,55,2.1,2.14,269,268,3.1,2.3,130.0
45030.5,30,2.02,0.3,0.07,1.4,7,8.4,56.4,59,24,0,49,1.5,2.09,280,285,3,2.6,126.0
45030.54,30.5,2.02,0.27,0.04,1.2,5.5,6.8,58.6,58,22,0,47,1.5,2.06,277,270,2.8,2.5,118.0
45030.58,30.6,2.02,0.25,0.05,1.3,5.9,7.3,56.4,45,20,0,46,1.9,2.07,272,274,3.6,3.1,104.0
45030.63,30,2,0.29,0.07,1.7,7,8.8,44.7,35,12,0,46,1.5,2.07,270,270,3.9,3.5,91.0
45030.67,29,1.99,0.29,0.08,1.9,7.8,9.7,37.4,31,11,0,48,1.3,2.07,270,267,3.1,3.3,81.0
45030.71,27.9,2.01,0.4,0.09,1.6,9.8,11.5,35.5,36,16,0,55,1.4,2.1,273,279,2.5,2.7,75.0
45030.75,27.1,2.03,0.44,0.12,1.5,11.6,13.1,37.7,42,20,0,58,2.1,2.15,272,256,1.7,2,70.0
45030.79,26.6,2.05,0.43,0.16,1.1,12.5,13.6,32.8,45,21,0,61,1.9,2.21,256,262,1.1,1.3,68.0
45030.83,26.2,2.09,0.4,0.15,1.4,14,15.4,29.4,44,23,0,64,1.7,2.24,244,238,1.3,1.4,68.0
45030.88,26,2.12,0.41,0.1,1,11.1,12.1,30.1,49,25,0,65,2.1,2.22,254,258,0.9,0.8,70.0
45030.92,25.7,2.19,0.46,0.18,1.1,16.2,17.3,19.1,54,20,0,68,1.9,2.37,206,165,0.4,0.4,69.0
45030.96,25.3,2.24,0.45,0.17,1.4,18,19.4,13,45,22,0,71,1.6,2.41,256,282,0.9,0.3,66.0
45031.0,24.7,2.35,0.46,0.17,1.4,17.8,19.2,8.5,51,24,0,76,1.8,2.52,271,260,1.5,0.6,65.0
45031.04,24.6,2.42,0.44,0.19,0.9,18,19,7.3,44,23,0,78,1.9,2.61,146,137,1.6,0.9,65.0
45031.08,24.8,2.4,0.36,0.13,0.7,11.6,12.4,13.6,40,19,0,75,1.6,2.53,116,128,0.8,0.9,65.0
45031.13,24.8,2.25,0.37,0.14,0.5,9.2,9.8,14.3,45,18,0,74,1.7,2.39,216,266,1.2,0.3,64.0
45031.17,24.4,2.3,0.35,0.12,0.9,11.2,12.2,9.1,35,21,0,80,1.5,2.42,199,131,0.8,0.3,63.0
45031.21,24.6,2.31,0.34,0.11,1,11.9,13,8.4,37,18,0,79,1.4,2.42,275,267,1.2,0.7,64.0
45031.25,24.3,2.28,0.39,0.12,1.7,14.1,15.8,6.3,50,26,0,81,1.6,2.4,269,276,0.9,1.1,62.0
45031.29,24.8,2.29,0.48,0.16,4,18.2,22.3,6.9,54,30,0,80,3.1,2.45,235,253,0.6,0.1,65.0
45031.33,25.2,2.24,0.56,0.16,5.7,19.2,24.9,11.5,77,52,0,77,3.9,2.4,250,265,1.2,0.8,69.0
45031.38,26.5,2.14,0.39,0.1,4.8,13.7,18.5,22.5,65,32,0,68,6.9,2.24,249,235,1.2,0.6,82.0
45031.42,27.7,2.08,0.33,0.05,3.5,11.4,15,29,47,24,0,64,2.8,2.13,289,301,1.8,0.9,87.0
45031.46,28.3,2.05,0.31,0.06,2.2,9.2,11.4,33.1,35,16,0,61,2.3,2.11,275,289,2.1,1.6,87.0
45031.5,#,#,#,#,#,#,#,#,40,17,#,#,#,#,#,344,3.1,#,82.0
45031.54,25.7,2.03,0.34,0.03,1.2,6,7.3,37.4,27,14,0,73,1.3,2.06,28,28,3,2.7,70.0
45031.58,26.8,2.04,0.43,0.04,1.1,6.3,7.5,44.3,26,13,0,64,1.2,2.08,47,25,2.4,1.7,64.0
45031.63,27.3,2.04,0.42,0.03,0.9,5.4,6.3,55.4,21,11,0,56,1.1,2.07,22,9,2.1,2,60.0
45031.67,27.5,2.07,0.48,0.06,0.7,7.5,8.2,51.7,19,10,0,55,1.3,2.13,353,323,2.3,1.5,58.0
45031.71,27.4,2.08,0.54,0.09,1.2,11.2,12.4,46.9,21,10,0,56,1.5,2.17,2,352,1.7,1.1,54.0
45031.75,26.8,2.11,0.58,0.11,0.6,13.5,14.1,39.2,19,10,0,61,1.6,2.22,349,54,0.5,0.6,52.0
45031.79,26.4,2.15,0.71,0.19,0.9,17.1,18.1,29.5,25,12,0,62,1.5,2.34,81,124,0.4,0.5,49.0
45031.83,25.7,2.61,0.78,0.32,1.6,20.9,22.5,19.7,28,20,0,66,1.5,2.93,127,136,0.8,0.8,47.0
45031.88,25.2,2.56,0.72,0.3,1,19.1,20.2,17.9,28,17,0,69,1.6,2.86,132,146,0.9,0.7,46.0
45031.92,24.9,2.6,0.69,0.34,0.9,18.3,19.3,15.4,26,14,0,70,1.5,2.94,118,118,0.4,0.4,47.0
45031.96,24.1,2.33,0.6,0.33,0.9,14,15,12.3,29,17,0,76,1.5,2.66,129,141,0.9,1,48.0
45032.0,23.2,2.53,0.61,0.19,0.8,15.4,16.3,9,30,20,0,81,1.7,2.72,210,121,0.4,0.4,50.0
45032.04,22.9,2.46,0.52,0.22,0.4,11.5,11.9,11.3,26,17,0,83,1.4,2.68,129,107,0.7,0.9,51.0
45032.08,22.3,2.53,0.57,0.19,0.9,13.6,14.6,6.2,28,16,0,86,1.3,2.72,263,241,0.8,0.9,51.0
45032.13,22.1,2.46,0.55,0.21,1,14.6,15.6,6,36,21,0,86,1.3,2.67,121,120,1.1,0.8,52.0
45032.17,22.1,2.93,0.37,0.13,0.7,8.1,8.8,12.3,28,14,0,84,1.2,3.06,120,139,1,0.7,54.0
45032.21,21.8,2.52,0.41,0.18,0.8,8.6,9.4,8.1,28,14,0,84,1.2,2.7,205,202,0.3,0.2,53.0
45032.25,21.7,2.46,0.47,0.14,5.3,12.5,17.9,5.7,33,18,0,86,1.2,2.6,269,312,0.7,0.6,52.0
45032.29,23.3,2.39,0.47,0.12,6.3,11.2,17.5,12.9,27,16,0,75,1.3,2.51,170,229,0.7,0.2,54.0
45032.33,24.7,2.36,0.47,0.11,3.8,10.2,14.1,21.9,27,16,0,66,1.4,2.47,246,243,1.1,0.8,53.0
